Datetime,ann1,ann2,ann3,ann4,ann5,ann6,ann7,ann8,ann9,ann10,spads,shorefor
2015-01-18,62.601994,62.450134,62.612076,63.612804,61.06759,62.862774,61.306393,63.72149,62.477226,61.901947,67.153,62.923
2015-01-19,62.93171,62.33641,62.81151,62.9418,60.803493,62.829403,61.01848,63.771564,62.21168,61.774582,67.29,62.921
2015-01-20,63.369186,62.877777,62.976746,64.05501,61.00128,63.543415,61.60675,64.3531,62.609085,62.03799,67.419,62.989
2015-01-21,63.42906,62.733395,62.99454,63.492455,61.492283,63.52374,63.6384,64.26096,62.99771,62.443073,67.405,63.151
2015-01-22,63.488308,63.434963,62.987293,64.24753,62.63462,63.971607,64.64156,64.47888,63.291706,63.531136,67.165,63.344
2015-01-23,63.732178,62.976368,63.37761,63.49082,63.734367,63.870655,65.167206,64.144936,63.637836,63.705307,66.688,63.408
2015-01-24,63.809532,63.071087,63.467484,63.81489,64.67004,64.437744,65.20292,64.417534,63.552387,63.702534,66.037,63.407
2015-01-25,64.367744,63.26336,64.07172,64.196495,63.723587,64.68762,65.241264,64.91471,64.014626,64.09322,65.288,63.403
2015-01-26,64.46032,63.650352,64.280334,64.92907,64.41684,65.17013,65.10064,65.48921,64.256775,64.19673,64.557,63.381
2015-01-27,64.80285,63.44769,64.35543,64.12999,63.58157,64.73542,64.55454,64.89499,64.38685,64.247246,64.0,63.369
2015-01-28,63.09163,62.032703,62.89531,62.70612,62.069088,62.796017,63.400646,63.340515,62.530296,62.424877,63.768,63.276
2015-01-29,62.349766,61.296764,62.053455,60.94351,60.603275,61.717583,61.79809,61.951084,61.511337,61.446434,63.966,63.038
2015-01-30,60.9288,60.553936,60.557705,60.606575,60.131863,60.94168,60.903015,61.34285,60.171753,60.34502,64.572,62.851
2015-01-31,61.91223,61.244007,61.262016,60.87709,59.922787,61.29986,60.787224,61.848568,60.712452,61.04416,65.469,62.807
2015-02-01,62.68827,62.35572,61.989693,62.345264,61.054558,63.140118,61.364674,63.088326,61.62811,61.85436,66.489,62.807
2015-02-02,64.09148,63.106712,63.39237,62.729767,61.715157,63.799877,62.24218,63.876907,62.964306,63.202858,67.461,62.814
2015-02-03,64.19544,63.899754,63.68877,63.581112,62.842617,64.40428,62.885185,64.61318,63.446014,63.60377,68.278,62.79
2015-02-04,65.25701,64.35627,64.809166,64.11998,63.53828,64.96518,63.56011,65.07551,64.7614,64.64399,68.912,62.809
2015-02-05,65.26579,64.9007,65.28014,65.02927,64.59939,65.61985,63.834602,65.59325,65.29709,65.077934,69.365,62.891
2015-02-06,66.3,65.620255,66.206276,65.516075,65.33868,66.3305,65.22793,66.07615,66.10438,66.328575,69.585,62.925
2015-02-07,67.18502,67.3028,67.248535,67.36444,66.41263,67.77823,67.00986,67.853455,67.48153,67.423294,69.512,63.022
2015-02-08,69.05486,68.59768,68.804985,67.98299,67.52719,68.672646,67.9877,68.65734,68.604004,68.63381,69.1,63.178
2015-02-09,69.19585,68.784325,69.02945,68.88423,68.35644,69.364,68.5011,69.25216,69.46804,69.33733,68.339,63.285
2015-02-10,70.172035,69.262276,69.50921,68.85353,69.14325,69.2536,68.82669,69.60731,69.91241,69.90573,67.287,63.445
2015-02-11,68.84184,68.778175,68.5586,68.58093,69.25195,68.69585,68.08757,69.55197,69.211784,68.89651,66.114,63.517
2015-02-12,67.063965,65.468506,66.49896,65.917854,68.43281,65.52461,66.20578,67.31563,67.47123,66.70019,65.131,63.401
2015-02-13,63.927425,62.90652,63.22815,63.913292,66.45276,63.45548,63.244106,64.48834,64.16314,63.72674,64.6,63.221
2015-02-14,63.514473,61.417736,62.723465,62.022842,62.652218,61.1821,61.66504,62.914345,62.56612,62.265503,64.616,63.035
2015-02-15,61.701714,60.907192,60.929394,61.47106,61.734207,60.22233,62.09094,62.768105,61.56113,60.79817,65.054,62.937
2015-02-16,63.904045,62.437794,62.65995,61.770416,62.05717,62.244247,62.35839,63.660717,62.93967,62.70655,65.7,62.993
2015-02-17,64.50931,64.22135,63.837227,63.785374,64.450874,64.268135,64.4106,65.40933,64.28245,64.09979,66.334,63.122
2015-02-18,66.66529,65.45932,65.85326,64.60886,64.92213,65.64294,65.52935,65.56963,65.60108,66.23481,66.759,63.223
2015-02-19,65.437546,65.54337,64.777596,65.13818,65.83352,66.35032,66.3777,65.82909,65.6369,65.58896,66.858,63.258
2015-02-20,66.22338,65.18073,65.652466,65.0079,65.75463,65.84547,65.633705,65.62449,65.86044,65.870026,66.568,63.246
2015-02-21,64.757164,64.34676,64.52284,65.04508,65.95162,65.47336,65.346405,65.5748,65.26954,64.92167,65.922,63.237
2015-02-22,65.03656,63.843475,64.63957,64.56165,65.29892,65.03684,64.15196,64.97052,64.8489,64.80863,65.088,63.225
2015-02-23,63.47805,63.413845,63.151833,63.586582,64.73368,64.40754,64.2786,64.45084,63.90604,63.46168,64.277,63.206
2015-02-24,62.494457,61.477905,62.145573,61.517128,62.649796,61.484554,62.864334,62.710716,62.56174,62.46017,63.655,63.052
2015-02-25,60.042065,59.472485,59.85213,59.852882,60.330456,59.852394,61.620407,60.912514,60.38797,60.36102,63.301,62.741
2015-02-26,59.742695,58.60327,59.449425,59.216324,59.40835,58.910755,59.63476,59.743446,59.65542,59.628925,63.3,62.506
2015-02-27,59.340004,59.228954,58.879803,60.10023,59.54599,59.743828,60.1044,60.155376,59.548603,59.051502,63.657,62.398
2015-02-28,61.055195,60.240715,60.232628,60.279972,59.852943,61.022614,59.447342,60.66218,60.25896,59.94204,64.264,62.394
2015-03-01,61.878654,61.78005,61.14804,62.079903,60.684803,62.49285,61.356037,61.95953,61.30935,60.50946,64.95,62.474
2015-03-02,63.076447,62.700638,62.19169,62.3232,60.989147,62.556606,61.208405,62.245785,61.972862,61.40289,65.511,62.52
2015-03-03,62.45542,63.108356,61.78538,62.19052,61.01548,62.036823,62.05245,62.42088,62.40704,61.078835,65.856,62.489
2015-03-04,61.803226,61.801083,61.208275,60.6746,60.908073,60.691322,60.543156,61.661667,61.85368,61.042614,65.988,62.405
2015-03-05,60.006977,60.88236,59.98721,59.80493,59.94105,59.453598,60.040417,60.807457,60.471054,59.96545,65.968,62.258
2015-03-06,59.442753,59.45509,59.11008,58.218212,59.255447,57.871857,58.367237,59.756306,59.213753,59.183254,65.812,62.055
2015-03-07,58.05611,58.880695,57.59596,57.74179,59.372704,57.48257,59.225426,58.992252,58.280426,58.225845,65.534,61.863
2015-03-08,58.362144,59.19286,57.90753,58.194576,59.84093,58.72466,59.112034,59.828236,58.29085,58.89138,65.113,61.734
2015-03-09,60.420788,61.343494,60.500088,60.63796,61.837234,61.474514,61.229992,62.091396,60.708057,60.748894,64.512,61.76
2015-03-10,62.759754,62.720234,62.348362,62.40195,62.970974,62.88177,61.64074,63.34528,62.55062,62.84127,63.756,61.896
2015-03-11,63.748325,63.069912,63.15089,63.090904,63.59798,62.78755,63.36032,64.5353,63.72976,63.634846,62.851,62.015
2015-03-12,63.424007,62.71687,62.58372,62.815968,63.026047,62.498093,61.98348,63.61585,63.282948,63.524906,61.82,62.182
2015-03-13,62.59172,62.398167,62.257965,62.12871,62.82763,62.16366,62.603584,63.49519,62.600636,62.65972,60.741,62.314
2015-03-14,62.62643,62.72818,62.1642,62.24308,62.377296,62.417656,61.797386,63.514523,62.299988,62.59858,59.778,62.369
2015-03-15,62.839195,62.203403,62.563393,61.96662,61.348225,62.598145,62.993565,63.833183,63.399975,62.96714,59.121,62.417
2015-03-16,59.087067,59.14366,58.957012,59.163773,58.07981,59.322376,61.680756,60.137283,59.173756,59.272255,58.914,62.237
2015-03-17,58.03798,56.795383,57.865513,56.88918,57.26904,57.051872,60.92214,57.494408,57.574493,57.573254,59.247,61.811
2015-03-18,56.662933,57.34975,56.209892,57.56171,57.233974,57.72926,59.762215,57.277855,55.648987,56.335545,60.028,61.559
2015-03-19,60.980564,59.744717,60.381523,59.05852,58.592194,59.64934,60.413433,59.785934,60.09843,59.487614,61.06,61.607
2015-03-20,62.47034,62.04487,62.478294,61.824955,59.837326,62.277023,62.638275,62.44806,62.404762,61.358643,62.148,61.769
2015-03-21,64.43251,63.06275,63.626713,62.992424,60.32635,62.402035,64.352455,64.2438,64.02164,62.357574,63.058,62.009
2015-03-22,64.07923,64.242615,63.65086,64.158066,61.80053,63.448616,65.34188,65.09164,63.54015,63.00856,63.629,62.281
2015-03-23,65.504364,64.3974,64.52608,64.386345,63.541634,63.382904,65.69933,65.910416,65.18367,63.88796,63.899,62.524
2015-03-24,63.796997,63.78082,63.67872,63.37021,63.781075,63.54145,64.56443,65.33969,64.27348,63.45011,63.951,62.628
2015-03-25,63.27699,62.72798,63.229702,62.61769,63.47971,62.301327,63.656395,64.73905,63.76999,62.857147,63.894,62.543
2015-03-26,61.80375,61.850697,61.629852,61.792953,61.808834,62.168137,62.44506,63.397762,62.278152,61.578575,63.907,62.419
2015-03-27,62.08213,60.902317,61.543724,60.78975,61.413544,60.92849,62.7268,62.430614,61.650238,61.109535,64.17,62.311
2015-03-28,61.1111,60.523243,60.867924,60.241154,60.52018,60.689636,62.09742,61.935783,60.940525,60.396362,64.784,62.223
2015-03-29,61.652428,60.338287,60.91418,60.40793,60.06877,59.61586,62.210922,61.883938,60.9352,59.72309,65.679,62.196
2015-03-30,61.46175,61.5211,60.793484,61.15588,60.035957,61.326256,61.60791,61.985706,61.215187,59.90608,66.665,62.269
2015-03-31,63.31151,63.113052,62.424404,62.991875,61.198105,63.076454,62.96979,63.34579,62.731434,61.609867,67.614,62.42
