Y,M,D,h,m,s,Hs,Tp,Dir
1990,1,12,12,0,0,0.483,12.151,52.459
1990,1,12,15,0,0,0.476,12.331,52.641
1990,1,12,18,0,0,0.467,12.377,52.713
1990,1,12,21,0,0,0.455,12.565,52.584
1990,1,13,0,0,0,0.441,12.743,52.491
1990,1,13,3,0,0,0.426,12.813,52.643
1990,1,13,6,0,0,0.415,12.761,52.898
1990,1,13,9,0,0,0.416,12.642,53.228
1990,1,13,12,0,0,0.422,12.472,53.584
1990,1,13,15,0,0,0.422,12.281,53.862
1990,1,13,18,0,0,0.417,12.183,53.85
1990,1,13,21,0,0,0.408,12.152,53.797
1990,1,14,0,0,0,0.405,12.078,53.29
1990,1,14,3,0,0,0.415,11.99,53.071
1990,1,14,6,0,0,0.426,11.918,53.262
1990,1,14,9,0,0,0.435,11.886,53.475
1990,1,14,12,0,0,0.445,11.826,53.555
1990,1,14,15,0,0,0.481,11.735,53.48
1990,1,14,18,0,0,0.517,11.645,53.42
1990,1,14,21,0,0,0.509,11.553,53.389
1990,1,15,0,0,0,0.502,11.463,53.379
1990,1,15,3,0,0,0.543,11.421,53.35
1990,1,15,6,0,0,0.566,11.39,53.284
1990,1,15,9,0,0,0.62,11.371,53.162
1990,1,15,12,0,0,0.628,11.39,53.249
1990,1,15,15,0,0,0.701,11.392,53.274
1990,1,15,18,0,0,0.787,11.441,53.356
1990,1,15,21,0,0,0.747,11.461,53.509
1990,1,16,0,0,0,0.669,11.431,53.509
1990,1,16,3,0,0,0.6,11.402,53.579
1990,1,16,6,0,0,0.618,11.332,53.616
1990,1,16,9,0,0,0.574,11.26,53.527
1990,1,16,12,0,0,0.581,11.228,53.41
1990,1,16,15,0,0,0.626,11.215,53.369
1990,1,16,18,0,0,0.708,11.158,53.305
1990,1,16,21,0,0,0.85,11.09,53.542
1990,1,17,0,0,0,0.917,11.041,53.738
1990,1,17,3,0,0,0.973,5.915,31.35
1990,1,17,6,0,0,1.152,5.459,29.934
1990,1,17,9,0,0,1.212,5.824,30.791
1990,1,17,12,0,0,1.328,5.988,32.911
1990,1,17,15,0,0,1.444,6.174,32.577
1990,1,17,18,0,0,1.436,6.413,32.97
1990,1,17,21,0,0,1.428,6.605,35.473
1990,1,18,0,0,0,1.383,6.608,35.723
1990,1,18,3,0,0,1.212,6.706,35.919
1990,1,18,6,0,0,1.003,6.879,35.731
1990,1,18,9,0,0,0.858,6.899,36.306
1990,1,18,12,0,0,0.798,6.783,37.199
1990,1,18,15,0,0,0.768,7.298,39.72
1990,1,18,18,0,0,0.759,7.267,40.597
1990,1,18,21,0,0,0.768,10.402,53.802
1990,1,19,0,0,0,0.795,10.441,53.325
1990,1,19,3,0,0,0.837,10.511,52.858
1990,1,19,6,0,0,0.896,10.583,52.601
1990,1,19,9,0,0,0.961,10.633,52.513
1990,1,19,12,0,0,1.027,10.643,52.544
1990,1,19,15,0,0,1.085,10.623,52.642
1990,1,19,18,0,0,1.132,10.593,52.789
1990,1,19,21,0,0,1.174,10.552,52.957
1990,1,20,0,0,0,1.202,10.502,53.124
1990,1,20,3,0,0,1.225,10.441,53.311
1990,1,20,6,0,0,1.249,10.37,53.418
1990,1,20,9,0,0,1.264,10.291,53.418
1990,1,20,12,0,0,1.274,10.193,53.398
1990,1,20,15,0,0,1.361,10.04,53.176
1990,1,20,18,0,0,1.471,9.928,52.871
1990,1,20,21,0,0,1.469,9.759,52.161
1990,1,21,0,0,0,1.56,9.495,50.448
1990,1,21,3,0,0,1.787,9.405,48.604
1990,1,21,6,0,0,1.98,9.661,48.562
1990,1,21,9,0,0,2.067,9.955,48.886
1990,1,21,12,0,0,2.094,10.057,49.362
1990,1,21,15,0,0,2.048,10.002,49.98
1990,1,21,18,0,0,1.965,9.894,50.561
1990,1,21,21,0,0,1.853,9.788,51.129
1990,1,22,0,0,0,1.721,9.69,51.594
1990,1,22,3,0,0,1.587,9.586,52.018
1990,1,22,6,0,0,1.469,9.459,52.492
1990,1,22,9,0,0,1.376,9.306,53.053
1990,1,22,12,0,0,1.301,9.165,52.434
1990,1,22,15,0,0,1.238,9.088,52.968
1990,1,22,18,0,0,1.184,9.041,53.661
1990,1,22,21,0,0,1.132,9.011,54.28
1990,1,23,0,0,0,1.083,8.998,54.777
1990,1,23,3,0,0,1.038,8.998,55.163
1990,1,23,6,0,0,0.998,9.013,55.453
1990,1,23,9,0,0,0.967,9.03,55.726
1990,1,23,12,0,0,0.942,9.036,56.041
1990,1,23,15,0,0,0.92,9.007,56.375
1990,1,23,18,0,0,0.897,8.965,56.605
1990,1,23,21,0,0,0.871,8.923,56.829
1990,1,24,0,0,0,0.846,8.895,57.037
1990,1,24,3,0,0,0.827,8.897,57.236
1990,1,24,6,0,0,0.811,8.927,57.471
1990,1,24,9,0,0,0.79,8.97,57.733
1990,1,24,12,0,0,0.774,8.993,58.023
1990,1,24,15,0,0,0.76,8.986,58.292
1990,1,24,18,0,0,0.747,8.959,58.495
1990,1,24,21,0,0,0.737,8.929,58.582
1990,1,25,0,0,0,0.727,8.91,58.565
1990,1,25,3,0,0,0.724,8.901,58.467
1990,1,25,6,0,0,0.742,8.9,58.35
1990,1,25,9,0,0,0.747,8.916,58.215
1990,1,25,12,0,0,0.744,10.395,53.339
1990,1,25,15,0,0,0.756,20.103,49.907
1990,1,25,18,0,0,0.767,19.993,49.879
1990,1,25,21,0,0,0.77,19.893,50.054
1990,1,26,0,0,0,0.763,19.715,50.182
1990,1,26,3,0,0,0.763,19.478,50.146
1990,1,26,6,0,0,0.763,19.012,48.429
1990,1,26,9,0,0,0.775,18.717,48.437
1990,1,26,12,0,0,0.798,18.543,48.495
1990,1,26,15,0,0,0.835,18.403,48.502
1990,1,26,18,0,0,0.893,9.328,55.495
1990,1,26,21,0,0,0.927,9.426,56.145
1990,1,27,0,0,0,0.955,9.665,56.724
1990,1,27,3,0,0,0.988,10.14,55.636
1990,1,27,6,0,0,1.089,10.603,56.217
1990,1,27,9,0,0,1.232,11.18,55.891
1990,1,27,12,0,0,1.363,11.317,56.099
1990,1,27,15,0,0,1.439,11.242,56.286
1990,1,27,18,0,0,1.464,11.015,57.392
1990,1,27,21,0,0,1.451,10.658,57.664
1990,1,28,0,0,0,1.411,10.363,57.785
1990,1,28,3,0,0,1.348,10.01,58.304
1990,1,28,6,0,0,1.284,9.626,58.143
1990,1,28,9,0,0,1.221,9.295,57.57
1990,1,28,12,0,0,1.163,8.979,56.696
1990,1,28,15,0,0,1.133,8.776,55.494
1990,1,28,18,0,0,1.126,8.614,53.994
1990,1,28,21,0,0,1.121,8.454,52.433
1990,1,29,0,0,0,1.109,8.332,51.499
1990,1,29,3,0,0,1.091,8.244,50.484
1990,1,29,6,0,0,1.07,8.167,49.673
1990,1,29,9,0,0,1.045,8.087,49.082
1990,1,29,12,0,0,1.047,7.997,48.677
1990,1,29,15,0,0,1.084,7.9,48.405
1990,1,29,18,0,0,1.086,7.792,48.201
1990,1,29,21,0,0,1.053,7.667,48.169
1990,1,30,0,0,0,1.024,7.553,47.817
1990,1,30,3,0,0,1.026,7.452,47.422
1990,1,30,6,0,0,1.004,7.354,47.071
1990,1,30,9,0,0,0.969,7.255,46.807
1990,1,30,12,0,0,0.987,7.164,46.667
1990,1,30,15,0,0,1.013,7.528,47.304
1990,1,30,18,0,0,0.964,7.436,46.763
1990,1,30,21,0,0,0.88,7.333,46.853
1990,1,31,0,0,0,0.815,7.745,46.519
1990,1,31,3,0,0,0.779,13.235,47.346
1990,1,31,6,0,0,0.777,13.353,46.443
1990,1,31,9,0,0,0.768,13.168,46.573
1990,1,31,12,0,0,0.812,12.805,46.403
1990,1,31,15,0,0,0.847,12.625,46.517
1990,1,31,18,0,0,0.837,7.195,53.828
1990,1,31,21,0,0,0.808,12.358,47.074
1990,2,1,0,0,0,0.779,12.043,46.72
1990,2,1,3,0,0,0.762,11.723,46.838
1990,2,1,6,0,0,0.732,11.617,47.07
1990,2,1,9,0,0,0.706,11.671,47.207
1990,2,1,12,0,0,0.676,11.881,47.343
1990,2,1,15,0,0,0.685,7.591,60.426
1990,2,1,18,0,0,0.778,6.813,64.846
1990,2,1,21,0,0,0.868,6.996,67.151
1990,2,2,0,0,0,0.9,7.114,65.344
1990,2,2,3,0,0,0.871,8.08,62.787
1990,2,2,6,0,0,0.823,12.885,50.794
1990,2,2,9,0,0,0.845,13.057,50.731
1990,2,2,12,0,0,0.911,7.291,59.926
1990,2,2,15,0,0,0.963,6.277,59.428
1990,2,2,18,0,0,1.036,6.467,57.895
1990,2,2,21,0,0,1.094,6.729,57.935
1990,2,3,0,0,0,1.04,7.039,57.184
1990,2,3,3,0,0,0.998,7.437,57.374
1990,2,3,6,0,0,0.987,7.789,56.884
1990,2,3,9,0,0,0.99,8.039,56.834
1990,2,3,12,0,0,1.007,8.289,56.717
1990,2,3,15,0,0,1.027,8.542,56.497
1990,2,3,18,0,0,1.05,8.777,56.819
1990,2,3,21,0,0,1.068,8.969,57.114
1990,2,4,0,0,0,1.072,9.081,57.348
1990,2,4,3,0,0,1.069,9.119,57.447
1990,2,4,6,0,0,1.059,9.124,57.559
1990,2,4,9,0,0,1.043,9.127,57.675
1990,2,4,12,0,0,1.025,9.144,57.842
1990,2,4,15,0,0,1.013,9.184,58.054
1990,2,4,18,0,0,1.014,9.274,58.299
1990,2,4,21,0,0,0.995,9.587,57.861
1990,2,5,0,0,0,0.959,10.011,57.801
1990,2,5,3,0,0,0.933,10.127,56.593
1990,2,5,6,0,0,0.92,10.108,57.747
1990,2,5,9,0,0,0.919,9.978,57.829
1990,2,5,12,0,0,0.93,9.877,57.859
1990,2,5,15,0,0,0.954,9.83,57.949
1990,2,5,18,0,0,1.016,13.295,48.357
1990,2,5,21,0,0,1.053,14.195,47.23
1990,2,6,0,0,0,1.063,15.604,48.929
1990,2,6,3,0,0,1.063,15.278,48.909
1990,2,6,6,0,0,1.051,15.128,49.065
1990,2,6,9,0,0,1.03,15.008,49.273
1990,2,6,12,0,0,1.011,14.88,49.518
1990,2,6,15,0,0,1.022,14.798,49.82
1990,2,6,18,0,0,1.08,18.678,52.892
1990,2,6,21,0,0,1.155,18.69,52.999
1990,2,7,0,0,0,1.222,18.431,52.904
1990,2,7,3,0,0,1.262,18.116,53.036
1990,2,7,6,0,0,1.282,17.768,53.301
1990,2,7,9,0,0,1.294,17.625,53.845
1990,2,7,12,0,0,1.314,17.77,54.723
1990,2,7,15,0,0,1.352,17.908,55.746
1990,2,7,18,0,0,1.384,17.788,56.34
1990,2,7,21,0,0,1.391,14.908,52.689
1990,2,8,0,0,0,1.387,14.323,52.826
1990,2,8,3,0,0,1.391,14.108,53.143
1990,2,8,6,0,0,1.423,13.982,53.672
1990,2,8,9,0,0,1.477,13.96,54.4
1990,2,8,12,0,0,1.533,13.951,55.098
1990,2,8,15,0,0,1.58,13.882,55.604
1990,2,8,18,0,0,1.621,13.74,55.981
1990,2,8,21,0,0,1.638,13.572,56.258
1990,2,9,0,0,0,1.645,13.343,56.29
1990,2,9,3,0,0,1.642,13.041,56.644
1990,2,9,6,0,0,1.636,12.902,57.016
1990,2,9,9,0,0,1.63,12.841,57.321
1990,2,9,12,0,0,1.629,12.8,57.628
1990,2,9,15,0,0,1.64,12.767,57.948
1990,2,9,18,0,0,1.678,12.747,58.24
1990,2,9,21,0,0,1.706,12.737,58.497
1990,2,10,0,0,0,1.707,12.69,58.69
1990,2,10,3,0,0,1.69,12.572,58.847
1990,2,10,6,0,0,1.659,12.388,58.932
1990,2,10,9,0,0,1.587,12.093,59.098
1990,2,10,12,0,0,1.522,11.728,59.32
1990,2,10,15,0,0,1.475,11.482,59.644
1990,2,10,18,0,0,1.437,11.288,59.901
1990,2,10,21,0,0,1.378,11.023,60.443
1990,2,11,0,0,0,1.305,10.755,60.641
1990,2,11,3,0,0,1.23,10.598,60.654
1990,2,11,6,0,0,1.159,10.473,60.493
1990,2,11,9,0,0,1.097,10.355,60.264
1990,2,11,12,0,0,1.049,10.235,60.102
1990,2,11,15,0,0,1.031,10.107,61.583
1990,2,11,18,0,0,1.027,10.008,61.877
1990,2,11,21,0,0,0.999,9.996,62.135
1990,2,12,0,0,0,0.947,10.03,62.49
1990,2,12,3,0,0,0.905,10.062,62.782
1990,2,12,6,0,0,0.872,10.062,63.052
1990,2,12,9,0,0,0.845,10.02,63.264
1990,2,12,12,0,0,0.823,9.954,63.244
1990,2,12,15,0,0,0.804,9.896,63.104
1990,2,12,18,0,0,0.788,9.852,62.872
1990,2,12,21,0,0,0.77,9.818,62.481
1990,2,13,0,0,0,0.774,9.792,61.892
1990,2,13,3,0,0,1.016,9.804,60.967
1990,2,13,6,0,0,1.031,9.759,60.284
1990,2,13,9,0,0,0.981,9.724,59.168
1990,2,13,12,0,0,0.984,9.692,58.052
1990,2,13,15,0,0,1.029,9.738,57.168
1990,2,13,18,0,0,1.014,9.89,56.218
1990,2,13,21,0,0,0.974,10.068,55.459
1990,2,14,0,0,0,0.983,10.245,53.191
1990,2,14,3,0,0,0.983,10.445,53.072
1990,2,14,6,0,0,0.945,10.605,53.226
1990,2,14,9,0,0,0.877,10.751,53.413
1990,2,14,12,0,0,0.868,10.898,53.578
1990,2,14,15,0,0,0.858,11.04,53.685
1990,2,14,18,0,0,0.823,11.133,53.563
1990,2,14,21,0,0,0.773,11.171,53.538
1990,2,15,0,0,0,0.731,11.188,53.541
1990,2,15,3,0,0,0.703,11.16,53.541
1990,2,15,6,0,0,0.69,11.118,53.523
1990,2,15,9,0,0,0.691,16.942,52.496
1990,2,15,12,0,0,0.702,16.717,52.56
1990,2,15,15,0,0,0.719,16.615,52.618
1990,2,15,18,0,0,0.75,16.525,52.897
1990,2,15,21,0,0,0.771,16.407,53.329
1990,2,16,0,0,0,0.778,16.22,53.878
1990,2,16,3,0,0,0.793,15.95,52.022
1990,2,16,6,0,0,0.813,15.645,51.904
1990,2,16,9,0,0,0.839,15.44,52.125
1990,2,16,12,0,0,0.867,15.317,52.43
1990,2,16,15,0,0,0.899,15.207,52.851
1990,2,16,18,0,0,0.923,15.105,53.308
1990,2,16,21,0,0,0.942,15.005,53.615
1990,2,17,0,0,0,0.959,14.877,53.805
1990,2,17,3,0,0,0.989,14.727,53.956
1990,2,17,6,0,0,1.022,14.565,52.851
1990,2,17,9,0,0,1.042,14.416,52.83
1990,2,17,12,0,0,1.066,14.333,53.09
1990,2,17,15,0,0,1.101,14.19,53.606
1990,2,17,18,0,0,1.173,14.045,54.115
1990,2,17,21,0,0,1.238,13.925,54.648
1990,2,18,0,0,0,1.29,13.825,55.098
1990,2,18,3,0,0,1.345,13.747,55.429
1990,2,18,6,0,0,1.409,13.697,55.707
1990,2,18,9,0,0,1.475,13.652,55.953
1990,2,18,12,0,0,1.531,16.677,57.919
1990,2,18,15,0,0,1.57,16.391,58.066
1990,2,18,18,0,0,1.591,15.836,57.477
1990,2,18,21,0,0,1.59,15.271,57.49
1990,2,19,0,0,0,1.562,15.05,57.75
1990,2,19,3,0,0,1.512,14.831,58.033
1990,2,19,6,0,0,1.449,14.348,57.819
1990,2,19,9,0,0,1.373,13.78,58.074
1990,2,19,12,0,0,1.291,13.496,58.357
1990,2,19,15,0,0,1.228,13.24,57.712
1990,2,19,18,0,0,1.18,12.951,57.799
1990,2,19,21,0,0,1.131,12.768,58.037
1990,2,20,0,0,0,1.077,12.647,58.299
1990,2,20,3,0,0,1.034,12.555,58.544
1990,2,20,6,0,0,0.999,12.495,58.759
1990,2,20,9,0,0,0.981,12.435,58.897
1990,2,20,12,0,0,0.993,12.363,58.879
1990,2,20,15,0,0,1.016,12.255,58.712
1990,2,20,18,0,0,1.026,12.048,58.775
1990,2,20,21,0,0,1.057,11.855,58.602
1990,2,21,0,0,0,0.984,11.722,58.351
1990,2,21,3,0,0,0.909,11.612,58.069
1990,2,21,6,0,0,0.856,11.522,57.712
1990,2,21,9,0,0,0.816,11.442,57.273
1990,2,21,12,0,0,0.784,11.362,56.826
1990,2,21,15,0,0,0.763,11.272,56.414
1990,2,21,18,0,0,0.741,11.152,55.938
1990,2,21,21,0,0,0.712,10.953,56.824
1990,2,22,0,0,0,0.69,10.793,56.417
1990,2,22,3,0,0,0.672,10.682,56.063
1990,2,22,6,0,0,0.66,10.592,55.719
1990,2,22,9,0,0,0.65,10.522,55.439
1990,2,22,12,0,0,0.64,10.452,55.174
1990,2,22,15,0,0,0.631,10.392,54.955
1990,2,22,18,0,0,0.623,10.323,54.755
1990,2,22,21,0,0,0.616,10.809,54.252
1990,2,23,0,0,0,0.61,13.523,51.428
1990,2,23,3,0,0,0.604,10.619,54.855
1990,2,23,6,0,0,0.599,13,50.933
1990,2,23,9,0,0,0.593,12.787,50.764
1990,2,23,12,0,0,0.589,12.665,50.633
1990,2,23,15,0,0,0.585,12.573,50.559
1990,2,23,18,0,0,0.596,12.493,50.531
1990,2,23,21,0,0,0.612,12.423,50.521
1990,2,24,0,0,0,0.623,12.373,50.546
1990,2,24,3,0,0,0.641,12.333,50.559
1990,2,24,6,0,0,0.657,12.305,50.584
1990,2,24,9,0,0,0.664,12.265,50.638
1990,2,24,12,0,0,0.664,12.207,50.731
1990,2,24,15,0,0,0.688,7.368,46.791
1990,2,24,18,0,0,0.703,7.461,46.794
1990,2,24,21,0,0,0.686,8.942,51.249
1990,2,25,0,0,0,0.664,8.481,50.171
1990,2,25,3,0,0,0.648,11.447,51.18
1990,2,25,6,0,0,0.639,11.427,51.62
1990,2,25,9,0,0,0.634,11.405,52.036
1990,2,25,12,0,0,0.631,11.353,52.448
1990,2,25,15,0,0,0.627,11.263,52.962
1990,2,25,18,0,0,0.624,11.163,53.29
1990,2,25,21,0,0,0.621,10.99,54.448
1990,2,26,0,0,0,0.608,10.797,54.739
1990,2,26,3,0,0,0.585,10.637,54.859
1990,2,26,6,0,0,0.566,10.515,54.987
1990,2,26,9,0,0,0.555,10.435,55.007
1990,2,26,12,0,0,0.55,10.377,54.989
1990,2,26,15,0,0,0.544,10.308,54.82
1990,2,26,18,0,0,0.544,10.307,54.812
1990,2,26,21,0,0,0.52,10.327,54.743
1990,2,27,0,0,0,0.503,10.347,54.884
1990,2,27,3,0,0,0.484,10.375,55.17
1990,2,27,6,0,0,0.443,10.375,55.185
1990,2,27,9,0,0,0.42,11.154,54.571
1990,2,27,12,0,0,0.421,15.043,49.472
1990,2,27,15,0,0,0.429,14.965,49.453
1990,2,27,18,0,0,0.44,14.877,49.633
1990,2,27,21,0,0,0.448,10.147,53.447
1990,2,28,0,0,0,0.47,10.097,54.269
1990,2,28,3,0,0,0.516,10.145,52.541
1990,2,28,6,0,0,0.536,10.105,53.816
1990,2,28,9,0,0,0.526,10.023,53.753
1990,2,28,12,0,0,0.58,9.932,53.322
1990,2,28,15,0,0,0.809,9.882,52.668
1990,2,28,18,0,0,0.948,5.308,37.72
1990,2,28,21,0,0,0.855,9.772,52.011
1990,3,1,0,0,0,0.78,12.855,46.72
1990,3,1,3,0,0,0.762,12.722,46.8
1990,3,1,6,0,0,0.747,12.578,46.965
1990,3,1,9,0,0,0.717,12.507,47.052
1990,3,1,12,0,0,0.699,12.467,47.084
1990,3,1,15,0,0,0.718,12.378,47.177
1990,3,1,18,0,0,0.77,12.288,47.256
1990,3,1,21,0,0,0.789,12.208,47.369
1990,3,2,0,0,0,0.829,9.269,47.845
1990,3,2,3,0,0,0.894,8.365,45.302
1990,3,2,6,0,0,0.96,8.524,44.763
1990,3,2,9,0,0,1.004,8.637,44.494
1990,3,2,12,0,0,1.019,8.702,44.705
1990,3,2,15,0,0,1.009,8.721,45.195
1990,3,2,18,0,0,0.982,8.701,45.886
1990,3,2,21,0,0,0.942,8.648,46.705
1990,3,3,0,0,0,0.897,8.563,47.635
1990,3,3,3,0,0,0.852,8.441,48.566
1990,3,3,6,0,0,0.804,8.297,48.573
1990,3,3,9,0,0,0.743,8.17,49.702
1990,3,3,12,0,0,0.701,8.055,51.222
1990,3,3,15,0,0,0.68,7.965,53.165
1990,3,3,18,0,0,0.672,7.897,55.094
1990,3,3,21,0,0,0.674,7.851,56.536
1990,3,4,0,0,0,0.67,7.839,57.805
1990,3,4,3,0,0,0.661,7.873,59.012
1990,3,4,6,0,0,0.654,7.944,60.046
1990,3,4,9,0,0,0.647,8.007,60.817
1990,3,4,12,0,0,0.64,8.022,61.257
1990,3,4,15,0,0,0.631,7.999,61.326
1990,3,4,18,0,0,0.62,7.946,61.029
1990,3,4,21,0,0,0.608,7.888,60.448
1990,3,5,0,0,0,0.596,7.85,59.822
1990,3,5,3,0,0,0.598,7.843,59.242
1990,3,5,6,0,0,0.647,7.869,58.841
1990,3,5,9,0,0,0.635,7.877,58.751
1990,3,5,12,0,0,0.655,9.389,57.827
1990,3,5,15,0,0,0.776,16.665,49.672
1990,3,5,18,0,0,0.822,6.931,64.537
1990,3,5,21,0,0,0.853,7.233,64.718
1990,3,6,0,0,0,0.956,5.39,67.266
1990,3,6,3,0,0,0.942,5.489,68.019
1990,3,6,6,0,0,0.887,5.34,67.315
1990,3,6,9,0,0,0.785,6.877,65.45
1990,3,6,12,0,0,0.713,15.218,49.266
1990,3,6,15,0,0,0.658,15.187,49.373
1990,3,6,18,0,0,0.628,15.155,49.341
1990,3,6,21,0,0,0.609,15.077,49.301
1990,3,7,0,0,0,0.581,14.948,49.276
1990,3,7,3,0,0,0.549,9.606,54.03
1990,3,7,6,0,0,0.525,8.558,54.423
1990,3,7,9,0,0,0.507,8.557,54.473
1990,3,7,12,0,0,0.496,8.571,54.69
1990,3,7,15,0,0,0.49,8.583,54.999
1990,3,7,18,0,0,0.53,8.579,55.441
1990,3,7,21,0,0,0.59,8.599,56.035
1990,3,8,0,0,0,0.595,8.767,57.348
1990,3,8,3,0,0,0.613,9.11,59.715
1990,3,8,6,0,0,0.656,9.236,62.752
1990,3,8,9,0,0,0.7,9.12,62.196
1990,3,8,12,0,0,0.735,8.927,61.908
1990,3,8,15,0,0,0.767,8.748,61.185
1990,3,8,18,0,0,0.888,8.565,60.067
1990,3,8,21,0,0,1.08,8.32,57.46
1990,3,9,0,0,0,1.303,5.957,48.598
1990,3,9,3,0,0,1.425,6.456,47.721
1990,3,9,6,0,0,1.461,6.916,47.619
1990,3,9,9,0,0,1.429,7.245,46.876
1990,3,9,12,0,0,1.451,7.404,46.921
1990,3,9,15,0,0,1.436,7.553,47.281
1990,3,9,18,0,0,1.406,7.63,47.633
1990,3,9,21,0,0,1.341,7.67,48.094
1990,3,10,0,0,0,1.342,7.632,48.529
1990,3,10,3,0,0,1.412,7.509,48.992
1990,3,10,6,0,0,1.526,6.749,48.689
1990,3,10,9,0,0,1.558,6.84,47.466
1990,3,10,12,0,0,1.442,7.065,48.883
1990,3,10,15,0,0,1.272,7.176,49.06
1990,3,10,18,0,0,1.178,7.2,48.978
1990,3,10,21,0,0,1.109,7.185,48.906
1990,3,11,0,0,0,1.096,7.04,48.825
1990,3,11,3,0,0,1.036,6.841,47.451
1990,3,11,6,0,0,1.003,6.942,47.092
1990,3,11,9,0,0,0.981,7.202,48.928
1990,3,11,12,0,0,1.023,7.921,51.661
1990,3,11,15,0,0,1.055,9.211,54.178
1990,3,11,18,0,0,1.051,9.48,55.005
1990,3,11,21,0,0,1.026,9.498,55.776
1990,3,12,0,0,0,1.016,9.48,56.339
1990,3,12,3,0,0,1.002,9.457,56.724
1990,3,12,6,0,0,0.978,9.48,56.929
1990,3,12,9,0,0,0.935,9.696,57.053
1990,3,12,12,0,0,0.997,10.232,55.961
1990,3,12,15,0,0,1.062,10.371,56.172
1990,3,12,18,0,0,1.079,10.46,56.569
1990,3,12,21,0,0,1.074,10.502,57.098
1990,3,13,0,0,0,1.026,10.523,57.65
1990,3,13,3,0,0,0.987,10.558,58.029
1990,3,13,6,0,0,0.987,10.603,58.259
1990,3,13,9,0,0,1.025,10.638,58.307
1990,3,13,12,0,0,1.146,10.678,58.389
1990,3,13,15,0,0,1.234,10.723,58.526
1990,3,13,18,0,0,1.249,6.856,41.203
1990,3,13,21,0,0,1.174,7.07,40.712
1990,3,14,0,0,0,1.125,7.201,44.848
1990,3,14,3,0,0,1.074,10.86,57.837
1990,3,14,6,0,0,1.029,10.889,57.626
1990,3,14,9,0,0,0.955,10.85,57.072
1990,3,14,12,0,0,0.9,10.766,56.669
1990,3,14,15,0,0,0.867,10.663,56.291
1990,3,14,18,0,0,0.842,10.57,56.088
1990,3,14,21,0,0,0.828,10.505,55.876
1990,3,15,0,0,0,0.833,10.441,55.656
1990,3,15,3,0,0,0.906,10.41,55.581
1990,3,15,6,0,0,0.873,10.425,55.975
1990,3,15,9,0,0,0.883,10.491,56.255
1990,3,15,12,0,0,0.934,7.09,57.663
1990,3,15,15,0,0,0.947,7.247,60.479
1990,3,15,18,0,0,0.947,7.324,61.698
1990,3,15,21,0,0,0.918,7.287,61.566
1990,3,16,0,0,0,0.873,7.727,59.207
1990,3,16,3,0,0,0.842,10.188,55.469
1990,3,16,6,0,0,0.826,10.036,53.895
1990,3,16,9,0,0,0.825,9.907,53.499
1990,3,16,12,0,0,0.812,9.79,53.242
1990,3,16,15,0,0,0.811,9.695,53.044
1990,3,16,18,0,0,0.834,9.62,53.02
1990,3,16,21,0,0,0.993,9.536,53.026
1990,3,17,0,0,0,1.057,7.28,56.516
1990,3,17,3,0,0,1.009,18.253,48.986
1990,3,17,6,0,0,0.962,18.172,49.264
1990,3,17,9,0,0,0.972,17.953,48.767
1990,3,17,12,0,0,0.938,7.434,62.112
1990,3,17,15,0,0,0.913,11.515,49.732
1990,3,17,18,0,0,1.029,11.968,49.173
1990,3,17,21,0,0,1.146,8.024,64.411
1990,3,18,0,0,0,1.151,8.426,63.161
1990,3,18,3,0,0,1.102,8.592,64.012
1990,3,18,6,0,0,1.131,8.563,63.799
1990,3,18,9,0,0,1.133,8.529,63.102
1990,3,18,12,0,0,1.164,8.485,62.391
1990,3,18,15,0,0,1.164,8.426,61.62
1990,3,18,18,0,0,1.196,8.25,64.006
1990,3,18,21,0,0,1.205,8.172,63.751
1990,3,19,0,0,0,1.166,8.225,63.716
1990,3,19,3,0,0,1.118,8.868,62.635
1990,3,19,6,0,0,1.082,11.473,52.227
1990,3,19,9,0,0,1.04,11.473,52.247
1990,3,19,12,0,0,1.013,11.522,52.156
1990,3,19,15,0,0,0.989,11.618,51.937
1990,3,19,18,0,0,0.981,11.725,51.568
1990,3,19,21,0,0,0.955,11.763,51.147
1990,3,20,0,0,0,0.964,11.665,50.792
1990,3,20,3,0,0,0.987,11.518,50.541
1990,3,20,6,0,0,0.987,11.407,50.617
1990,3,20,9,0,0,1.036,11.358,50.62
1990,3,20,12,0,0,1.05,11.338,50.563
1990,3,20,15,0,0,1.017,11.32,50.521
1990,3,20,18,0,0,0.975,11.29,50.625
1990,3,20,21,0,0,0.929,11.252,50.833
1990,3,21,0,0,0,0.886,11.193,51.125
1990,3,21,3,0,0,0.847,11.105,51.387
1990,3,21,6,0,0,0.809,10.928,52.333
1990,3,21,9,0,0,0.769,10.765,52.495
1990,3,21,12,0,0,0.731,10.635,52.943
1990,3,21,15,0,0,0.703,10.553,53.616
1990,3,21,18,0,0,0.685,10.493,54.341
1990,3,21,21,0,0,0.679,10.465,54.959
1990,3,22,0,0,0,0.681,10.475,55.499
1990,3,22,3,0,0,0.682,10.527,56.013
1990,3,22,6,0,0,0.683,10.587,56.415
1990,3,22,9,0,0,0.687,10.648,56.682
1990,3,22,12,0,0,0.696,10.737,56.806
1990,3,22,15,0,0,0.707,10.847,56.819
1990,3,22,18,0,0,0.722,10.995,56.752
1990,3,22,21,0,0,0.742,11.145,54.82
1990,3,23,0,0,0,0.765,11.195,54.661
1990,3,23,3,0,0,0.804,11.167,54.373
1990,3,23,6,0,0,1.042,10.965,54.241
