Y,M,D,h,m,s,Hs,Tp,Dir
2000,6,8,3,0,0,0.326,11.66,70.159
2000,6,8,6,0,0,0.339,11.528,69.892
2000,6,8,9,0,0,0.331,11.46,69.321
2000,6,8,12,0,0,0.294,11.368,69.48
2000,6,8,15,0,0,0.245,11.27,69.864
2000,6,8,18,0,0,0.219,11.162,70.249
2000,6,8,21,0,0,0.252,11.075,69.398
2000,6,9,0,0,0,0.267,10.96,68.127
2000,6,9,3,0,0,0.213,10.575,66.613
2000,6,9,6,0,0,0.183,10.461,67.175
2000,6,9,9,0,0,0.169,10.443,69.77
2000,6,9,12,0,0,0.149,10.36,70.678
2000,6,9,15,0,0,0.118,10.195,70.652
2000,6,9,18,0,0,0.108,10.105,68.751
2000,6,9,21,0,0,0.118,9.94,67.89
2000,6,10,0,0,0,0.126,9.839,68.02
2000,6,10,3,0,0,0.12,9.751,67.661
2000,6,10,6,0,0,0.118,9.684,67.134
2000,6,10,9,0,0,0.118,9.625,66.583
2000,6,10,12,0,0,0.127,9.61,66.084
2000,6,10,15,0,0,0.234,9.766,65.035
2000,6,10,18,0,0,0.404,4.562,23.898
2000,6,10,21,0,0,0.802,5.032,26.569
2000,6,11,0,0,0,0.821,5.965,29.375
2000,6,11,3,0,0,0.516,7.029,33.563
2000,6,11,6,0,0,0.382,7.318,34.539
2000,6,11,9,0,0,0.368,10.248,65.405
2000,6,11,12,0,0,0.492,5.143,25.372
2000,6,11,15,0,0,0.711,5.242,22.998
2000,6,11,18,0,0,0.763,5.521,25.684
2000,6,11,21,0,0,0.692,5.473,24.2
2000,6,12,0,0,0,0.512,5.37,24.148
2000,6,12,3,0,0,0.363,7.882,35.133
2000,6,12,6,0,0,0.302,7.955,35.585
2000,6,12,9,0,0,0.257,8.425,39.616
2000,6,12,12,0,0,0.206,10.643,58.918
2000,6,12,15,0,0,0.2,10.767,57.807
2000,6,12,18,0,0,0.213,11.123,57.286
2000,6,12,21,0,0,0.227,11.856,57.093
2000,6,13,0,0,0,0.241,11.208,54.603
2000,6,13,3,0,0,0.29,10.638,49.974
2000,6,13,6,0,0,0.411,10.483,47.613
2000,6,13,9,0,0,0.571,10.345,46.813
2000,6,13,12,0,0,0.69,10.218,46.962
2000,6,13,15,0,0,0.743,10.17,47.603
2000,6,13,18,0,0,0.689,10.183,48.969
2000,6,13,21,0,0,0.637,10.255,49.467
2000,6,14,0,0,0,0.555,10.261,50.13
2000,6,14,3,0,0,0.457,10.083,48.85
2000,6,14,6,0,0,0.431,10.148,51.881
2000,6,14,9,0,0,0.414,10.108,49.619
2000,6,14,12,0,0,0.4,9.99,49.786
2000,6,14,15,0,0,0.388,9.827,49.774
2000,6,14,18,0,0,0.377,9.664,50.029
2000,6,14,21,0,0,0.364,9.509,50.298
2000,6,15,0,0,0,0.349,9.398,50.638
2000,6,15,3,0,0,0.33,9.264,51.094
2000,6,15,6,0,0,0.319,9.129,49.15
2000,6,15,9,0,0,0.295,9.111,49.987
2000,6,15,12,0,0,0.265,9.238,50.916
2000,6,15,15,0,0,0.247,9.381,55.066
2000,6,15,18,0,0,0.234,9.483,55.503
2000,6,15,21,0,0,0.232,9.428,55.543
2000,6,16,0,0,0,0.223,9.287,55.211
2000,6,16,3,0,0,0.2,9.157,53.144
2000,6,16,6,0,0,0.182,8.86,52.422
2000,6,16,9,0,0,0.168,8.704,51.711
2000,6,16,12,0,0,0.158,8.566,51.017
2000,6,16,15,0,0,0.149,8.45,48.313
2000,6,16,18,0,0,0.141,8.568,49.736
2000,6,16,21,0,0,0.134,9.261,49.83
2000,6,17,0,0,0,0.128,9.363,49.496
2000,6,17,3,0,0,0.125,9.389,49.3
2000,6,17,6,0,0,0.123,9.328,49.354
2000,6,17,9,0,0,0.124,9.292,49.44
2000,6,17,12,0,0,0.127,9.234,49.359
2000,6,17,15,0,0,0.136,9.181,48.832
2000,6,17,18,0,0,0.142,9.167,49.052
2000,6,17,21,0,0,0.171,9.181,49.985
2000,6,18,0,0,0,0.175,9.06,50.212
2000,6,18,3,0,0,0.17,8.944,50.071
2000,6,18,6,0,0,0.251,8.873,50.242
2000,6,18,9,0,0,0.282,8.82,50.326
2000,6,18,12,0,0,0.253,8.762,50.328
2000,6,18,15,0,0,0.215,8.707,50.429
2000,6,18,18,0,0,0.196,8.665,50.434
2000,6,18,21,0,0,0.196,8.66,50.267
2000,6,19,0,0,0,0.21,8.679,50.244
2000,6,19,3,0,0,0.201,8.694,50.609
2000,6,19,6,0,0,0.164,8.713,51.075
2000,6,19,9,0,0,0.125,8.73,50.97
2000,6,19,12,0,0,0.096,8.753,51.223
2000,6,19,15,0,0,0.108,8.789,51.665
2000,6,19,18,0,0,0.121,8.685,49.723
2000,6,19,21,0,0,0.121,8.691,48.881
2000,6,20,0,0,0,0.128,8.645,47.682
2000,6,20,3,0,0,0.132,8.619,46.761
2000,6,20,6,0,0,0.14,8.611,45.633
2000,6,20,9,0,0,0.157,8.644,44.245
2000,6,20,12,0,0,0.18,8.674,43.058
2000,6,20,15,0,0,0.206,8.661,42.562
2000,6,20,18,0,0,0.235,8.615,42.643
2000,6,20,21,0,0,0.264,8.574,42.97
2000,6,21,0,0,0,0.29,8.573,43.439
2000,6,21,3,0,0,0.311,8.602,44.158
2000,6,21,6,0,0,0.339,8.619,44.881
2000,6,21,9,0,0,0.352,8.608,45.555
2000,6,21,12,0,0,0.366,8.581,46.237
2000,6,21,15,0,0,0.387,8.531,46.928
2000,6,21,18,0,0,0.378,8.463,47.664
2000,6,21,21,0,0,0.39,8.36,47.277
2000,6,22,0,0,0,0.434,8.228,47.479
2000,6,22,3,0,0,0.531,8.035,47.366
2000,6,22,6,0,0,0.664,7.721,46.733
2000,6,22,9,0,0,0.792,7.423,45.047
2000,6,22,12,0,0,0.922,7.582,45.096
2000,6,22,15,0,0,1.016,8.005,45.502
2000,6,22,18,0,0,1.099,8.527,46.555
2000,6,22,21,0,0,1.204,8.919,47.377
2000,6,23,0,0,0,1.319,9.271,48.125
2000,6,23,3,0,0,1.413,9.561,48.463
2000,6,23,6,0,0,1.506,9.944,48.612
2000,6,23,9,0,0,1.581,10.348,48.066
2000,6,23,12,0,0,1.621,10.543,48.19
2000,6,23,15,0,0,1.633,10.578,48.439
2000,6,23,18,0,0,1.625,10.541,48.896
2000,6,23,21,0,0,1.64,10.502,49.6
2000,6,24,0,0,0,1.67,10.472,50.524
2000,6,24,3,0,0,1.657,10.47,51.61
2000,6,24,6,0,0,1.677,10.488,52.775
2000,6,24,9,0,0,1.721,10.518,53.898
2000,6,24,12,0,0,1.74,10.548,54.904
2000,6,24,15,0,0,1.743,10.568,55.786
2000,6,24,18,0,0,1.78,10.617,56.529
2000,6,24,21,0,0,1.83,10.732,57.169
2000,6,25,0,0,0,1.837,10.99,57.748
2000,6,25,3,0,0,1.869,11.187,58.434
2000,6,25,6,0,0,1.861,11.207,58.744
2000,6,25,9,0,0,1.785,11.125,59.014
2000,6,25,12,0,0,1.806,10.906,59.396
2000,6,25,15,0,0,1.803,10.741,59.649
2000,6,25,18,0,0,1.76,10.615,59.814
2000,6,25,21,0,0,1.788,10.568,59.969
2000,6,26,0,0,0,1.774,10.573,60.071
2000,6,26,3,0,0,1.741,10.61,60.183
2000,6,26,6,0,0,1.769,10.65,60.29
2000,6,26,9,0,0,1.759,10.653,60.418
2000,6,26,12,0,0,1.685,10.627,60.456
2000,6,26,15,0,0,1.633,10.578,60.671
2000,6,26,18,0,0,1.738,10.51,60.894
2000,6,26,21,0,0,1.793,10.451,61.217
2000,6,27,0,0,0,1.739,10.395,61.368
2000,6,27,3,0,0,1.706,10.403,61.61
2000,6,27,6,0,0,1.754,10.453,61.884
2000,6,27,9,0,0,1.869,10.44,62.069
2000,6,27,12,0,0,1.87,9.109,56.328
2000,6,27,15,0,0,1.853,9.326,55.553
2000,6,27,18,0,0,1.936,9.341,54.711
2000,6,27,21,0,0,2.034,8.691,52.652
2000,6,28,0,0,0,2.117,8.759,52.169
2000,6,28,3,0,0,2.132,8.9,51.886
2000,6,28,6,0,0,2.275,8.946,52.51
2000,6,28,9,0,0,2.579,9.281,53.369
2000,6,28,12,0,0,2.794,9.491,54.19
2000,6,28,15,0,0,2.839,9.782,54.448
2000,6,28,18,0,0,2.704,9.977,53.877
2000,6,28,21,0,0,2.742,10.128,50.941
2000,6,29,0,0,0,2.782,10.233,49.828
2000,6,29,3,0,0,2.809,10.35,49.332
2000,6,29,6,0,0,3.11,10.373,50.945
2000,6,29,9,0,0,3.218,10.437,51.544
2000,6,29,12,0,0,2.94,10.66,51.525
2000,6,29,15,0,0,2.805,10.743,51.74
2000,6,29,18,0,0,2.582,10.78,52.226
2000,6,29,21,0,0,2.426,10.823,52.741
2000,6,30,0,0,0,2.337,10.863,53.246
2000,6,30,3,0,0,2.244,10.848,53.609
2000,6,30,6,0,0,2.117,10.765,53.589
2000,6,30,9,0,0,1.974,10.666,53.176
2000,6,30,12,0,0,1.839,10.558,52.621
2000,6,30,15,0,0,1.723,10.43,52.152
2000,6,30,18,0,0,1.627,10.275,51.861
2000,6,30,21,0,0,1.549,10.085,51.939
2000,7,1,0,0,0,1.488,9.927,51.829
2000,7,1,3,0,0,1.446,9.834,51.953
2000,7,1,6,0,0,1.426,9.789,52.33
2000,7,1,9,0,0,1.427,9.816,52.859
2000,7,1,12,0,0,1.461,9.934,53.446
2000,7,1,15,0,0,1.585,10.285,54.525
2000,7,1,18,0,0,1.862,10.79,54.737
2000,7,1,21,0,0,2.045,11.16,54.791
2000,7,2,0,0,0,2.007,11.205,54.753
2000,7,2,3,0,0,1.961,11.132,54.807
2000,7,2,6,0,0,2.125,10.594,54.847
2000,7,2,9,0,0,2.217,9.249,54.475
2000,7,2,12,0,0,2.059,9.294,53.013
2000,7,2,15,0,0,2.037,9.252,52.517
2000,7,2,18,0,0,2.114,9.212,53.525
2000,7,2,21,0,0,2.163,9.361,53.92
2000,7,3,0,0,0,2.162,9.56,56.302
2000,7,3,3,0,0,2.098,9.684,58.361
2000,7,3,6,0,0,2.263,9.863,60.436
2000,7,3,9,0,0,2.374,10.127,60.471
2000,7,3,12,0,0,2.383,10.457,60.924
2000,7,3,15,0,0,2.223,10.54,60.719
2000,7,3,18,0,0,2.215,10.57,60.729
2000,7,3,21,0,0,2.339,10.68,61.46
2000,7,4,0,0,0,2.403,10.992,62.375
2000,7,4,3,0,0,2.479,11.227,61.218
2000,7,4,6,0,0,2.463,11.26,61.858
2000,7,4,9,0,0,2.439,11.393,62.493
2000,7,4,12,0,0,2.397,11.523,63.222
2000,7,4,15,0,0,2.421,11.852,63.796
2000,7,4,18,0,0,2.516,12.008,64.032
2000,7,4,21,0,0,2.494,12.023,64.209
2000,7,5,0,0,0,2.371,11.9,64.349
2000,7,5,3,0,0,2.25,11.783,64.56
2000,7,5,6,0,0,2.162,11.726,64.625
2000,7,5,9,0,0,2.16,11.765,64.586
2000,7,5,12,0,0,2.175,11.922,64.533
2000,7,5,15,0,0,2.22,12.062,64.535
2000,7,5,18,0,0,2.28,12.075,64.553
2000,7,5,21,0,0,2.292,11.941,64.487
2000,7,6,0,0,0,2.214,11.821,64.48
2000,7,6,3,0,0,2.099,11.683,64.471
2000,7,6,6,0,0,2.054,11.535,64.341
2000,7,6,9,0,0,2.055,11.34,64.15
2000,7,6,12,0,0,2.076,11.16,63.725
2000,7,6,15,0,0,2.111,11.048,63.717
2000,7,6,18,0,0,2.248,11.118,62.166
2000,7,6,21,0,0,2.408,11.202,61.631
2000,7,7,0,0,0,2.503,11.29,61.551
2000,7,7,3,0,0,2.575,11.281,61.531
2000,7,7,6,0,0,2.542,11.372,61.531
2000,7,7,9,0,0,2.477,11.333,61.728
2000,7,7,12,0,0,2.378,11.26,62.161
2000,7,7,15,0,0,2.317,11.153,62.609
2000,7,7,18,0,0,2.302,11.162,62.779
2000,7,7,21,0,0,2.269,11.178,62.744
2000,7,8,0,0,0,2.232,11.197,62.809
2000,7,8,3,0,0,2.188,11.215,62.894
2000,7,8,6,0,0,2.207,11.272,62.919
2000,7,8,9,0,0,2.212,11.428,63.004
2000,7,8,12,0,0,2.23,11.73,63.149
2000,7,8,15,0,0,2.193,12.074,63.303
2000,7,8,18,0,0,2.206,12.229,62.007
2000,7,8,21,0,0,2.249,12.278,62.164
2000,7,9,0,0,0,2.179,12.328,62.336
2000,7,9,3,0,0,2.101,12.378,62.594
2000,7,9,6,0,0,2.043,12.412,62.949
2000,7,9,9,0,0,2.004,12.452,63.329
2000,7,9,12,0,0,1.971,12.502,63.687
2000,7,9,15,0,0,1.925,12.543,63.999
2000,7,9,18,0,0,1.867,12.535,64.224
2000,7,9,21,0,0,1.793,12.46,64.432
2000,7,10,0,0,0,1.709,12.336,64.682
2000,7,10,3,0,0,1.629,12.188,64.982
2000,7,10,6,0,0,1.564,12.043,66.125
2000,7,10,9,0,0,1.516,12.021,66.618
2000,7,10,12,0,0,1.477,12.133,67.121
2000,7,10,15,0,0,1.424,12.225,66.996
2000,7,10,18,0,0,1.363,12.208,67.441
2000,7,10,21,0,0,1.299,12.103,68.521
2000,7,11,0,0,0,1.239,11.928,68.913
2000,7,11,3,0,0,1.177,11.805,69.152
2000,7,11,6,0,0,1.125,11.715,69.327
2000,7,11,9,0,0,1.087,11.653,69.473
2000,7,11,12,0,0,1.087,11.663,69.614
2000,7,11,15,0,0,1.133,11.863,69.831
2000,7,11,18,0,0,1.203,13.157,69.273
2000,7,11,21,0,0,1.289,14.483,68.531
2000,7,12,0,0,0,1.37,14.485,68.605
2000,7,12,3,0,0,1.43,14.31,68.592
2000,7,12,6,0,0,1.478,14.16,68.49
2000,7,12,9,0,0,1.496,14.021,68.382
2000,7,12,12,0,0,1.504,13.892,68.263
2000,7,12,15,0,0,1.529,13.773,68.172
2000,7,12,18,0,0,1.625,13.691,68.067
2000,7,12,21,0,0,1.664,13.63,67.995
2000,7,13,0,0,0,1.712,13.582,67.93
2000,7,13,3,0,0,1.7,13.495,67.885
2000,7,13,6,0,0,1.65,13.405,67.842
2000,7,13,9,0,0,1.619,13.295,69.006
2000,7,13,12,0,0,1.612,13.195,69.111
2000,7,13,15,0,0,1.591,13.065,69.071
2000,7,13,18,0,0,1.601,12.935,69.022
2000,7,13,21,0,0,1.602,12.795,68.952
2000,7,14,0,0,0,1.596,12.655,68.849
2000,7,14,3,0,0,1.559,12.505,68.745
2000,7,14,6,0,0,1.57,12.301,68.612
2000,7,14,9,0,0,1.628,12.003,69.587
2000,7,14,12,0,0,1.666,11.766,69.659
2000,7,14,15,0,0,1.692,7.942,54.091
2000,7,14,18,0,0,1.76,7.393,54.013
2000,7,14,21,0,0,1.837,7.728,53.531
2000,7,15,0,0,0,1.866,7.852,53.885
2000,7,15,3,0,0,1.918,7.978,54.275
2000,7,15,6,0,0,1.985,8.179,56.215
2000,7,15,9,0,0,2.105,8.562,56.715
2000,7,15,12,0,0,2.274,8.705,57.888
2000,7,15,15,0,0,2.254,8.854,57.682
2000,7,15,18,0,0,2.209,8.874,57.151
2000,7,15,21,0,0,2.244,8.978,57.782
2000,7,16,0,0,0,2.428,9.121,59.273
2000,7,16,3,0,0,2.621,9.419,57.376
2000,7,16,6,0,0,2.729,9.7,58.624
2000,7,16,9,0,0,2.849,9.968,59.829
2000,7,16,12,0,0,2.964,10.443,56.809
2000,7,16,15,0,0,3.014,10.892,56.403
2000,7,16,18,0,0,3.061,11.047,56.413
2000,7,16,21,0,0,2.957,11.267,53.328
2000,7,17,0,0,0,2.77,11.287,52.997
2000,7,17,3,0,0,2.527,11.166,52.823
2000,7,17,6,0,0,2.386,10.874,54.655
2000,7,17,9,0,0,2.338,10.538,55.164
2000,7,17,12,0,0,2.268,10.326,55.576
2000,7,17,15,0,0,2.129,10.18,55.977
2000,7,17,18,0,0,2.033,9.986,57.639
2000,7,17,21,0,0,1.964,9.853,57.802
2000,7,18,0,0,0,1.944,9.751,57.602
2000,7,18,3,0,0,1.879,9.714,57.347
2000,7,18,6,0,0,1.851,9.725,57.136
2000,7,18,9,0,0,1.87,9.676,56.956
2000,7,18,12,0,0,1.892,9.528,56.578
2000,7,18,15,0,0,1.913,9.416,56.278
2000,7,18,18,0,0,1.956,9.356,56.122
2000,7,18,21,0,0,2.13,8.957,55.734
2000,7,19,0,0,0,2.355,8.884,56.192
2000,7,19,3,0,0,2.412,9.03,57.061
2000,7,19,6,0,0,2.549,8.92,57.814
2000,7,19,9,0,0,2.337,9.007,57.813
2000,7,19,12,0,0,1.971,9.099,58.15
2000,7,19,15,0,0,1.781,9.108,58.792
2000,7,19,18,0,0,1.783,9.049,59.579
2000,7,19,21,0,0,2.078,8.561,59.637
2000,7,20,0,0,0,2.032,8.121,54.91
2000,7,20,3,0,0,2.183,8.003,54.243
2000,7,20,6,0,0,1.988,8.603,58.751
2000,7,20,9,0,0,2.03,8.694,58.92
2000,7,20,12,0,0,2.078,8.492,59.026
2000,7,20,15,0,0,1.953,8.446,59.043
2000,7,20,18,0,0,1.841,8.122,56.031
2000,7,20,21,0,0,1.769,7.997,55.701
2000,7,21,0,0,0,1.745,7.998,55.829
2000,7,21,3,0,0,1.669,8.188,55.909
2000,7,21,6,0,0,1.736,8.526,58.725
2000,7,21,9,0,0,1.986,8.451,56.134
2000,7,21,12,0,0,1.958,8.761,57.03
2000,7,21,15,0,0,1.873,9.106,56.321
2000,7,21,18,0,0,1.723,9.551,58.36
2000,7,21,21,0,0,1.661,10.107,60.412
2000,7,22,0,0,0,1.655,10.417,60.866
2000,7,22,3,0,0,1.65,10.483,61.156
2000,7,22,6,0,0,1.614,10.448,61.357
2000,7,22,9,0,0,1.547,10.353,61.482
2000,7,22,12,0,0,1.463,10.21,61.497
2000,7,22,15,0,0,1.383,10.025,61.391
2000,7,22,18,0,0,1.335,9.897,61.523
2000,7,22,21,0,0,1.405,9.85,61.687
2000,7,23,0,0,0,1.407,9.841,61.908
2000,7,23,3,0,0,1.275,9.856,62.303
2000,7,23,6,0,0,1.138,9.861,62.645
2000,7,23,9,0,0,1.038,9.867,62.932
2000,7,23,12,0,0,0.963,9.875,63.043
2000,7,23,15,0,0,0.9,9.879,62.805
2000,7,23,18,0,0,0.827,9.88,62.606
2000,7,23,21,0,0,0.765,9.867,62.126
2000,7,24,0,0,0,0.719,9.823,61.658
2000,7,24,3,0,0,0.694,9.773,61.179
2000,7,24,6,0,0,0.686,9.727,60.739
2000,7,24,9,0,0,0.686,9.675,60.467
2000,7,24,12,0,0,0.682,9.614,60.639
2000,7,24,15,0,0,0.664,9.551,61.316
2000,7,24,18,0,0,0.636,9.482,62.097
2000,7,24,21,0,0,0.603,9.423,62.609
2000,7,25,0,0,0,0.575,9.4,63.039
2000,7,25,3,0,0,0.557,9.402,63.17
2000,7,25,6,0,0,0.538,9.413,62.682
2000,7,25,9,0,0,0.512,9.422,62.45
2000,7,25,12,0,0,0.478,9.417,62.434
2000,7,25,15,0,0,0.449,9.429,62.529
2000,7,25,18,0,0,0.437,9.448,62.692
2000,7,25,21,0,0,0.446,9.481,62.846
2000,7,26,0,0,0,0.469,9.49,63.029
2000,7,26,3,0,0,0.473,9.499,63.131
2000,7,26,6,0,0,0.465,9.527,63.308
2000,7,26,9,0,0,0.461,9.653,63.693
2000,7,26,12,0,0,0.478,10.01,64.005
2000,7,26,15,0,0,0.51,10.29,65.231
2000,7,26,18,0,0,0.512,10.313,65.415
2000,7,26,21,0,0,0.502,10.243,65.233
2000,7,27,0,0,0,0.475,10.183,65.071
2000,7,27,3,0,0,0.471,10.105,64.537
2000,7,27,6,0,0,0.544,9.916,63.761
2000,7,27,9,0,0,0.623,9.918,63.743
2000,7,27,12,0,0,0.798,9.883,63.137
2000,7,27,15,0,0,0.921,6.279,28.564
2000,7,27,18,0,0,0.935,5.525,25.633
2000,7,27,21,0,0,0.994,6.151,26.136
2000,7,28,0,0,0,1.118,6.171,26.146
2000,7,28,3,0,0,1.377,6.022,27.134
2000,7,28,6,0,0,1.257,9.681,40.468
2000,7,28,9,0,0,0.977,10.117,40.835
2000,7,28,12,0,0,0.808,9.83,43.041
2000,7,28,15,0,0,0.731,7.613,37.06
2000,7,28,18,0,0,0.69,7.561,37.373
2000,7,28,21,0,0,0.669,7.468,37.492
2000,7,29,0,0,0,0.619,7.394,38.901
2000,7,29,3,0,0,0.568,6.889,37.437
2000,7,29,6,0,0,0.543,6.938,36.925
2000,7,29,9,0,0,0.537,6.988,36.575
2000,7,29,12,0,0,0.531,6.951,36.494
2000,7,29,15,0,0,0.518,6.871,36.436
2000,7,29,18,0,0,0.504,6.793,36.275
2000,7,29,21,0,0,0.488,6.73,35.951
2000,7,30,0,0,0,0.474,6.694,35.402
2000,7,30,3,0,0,0.462,6.699,34.76
2000,7,30,6,0,0,0.458,7.141,36.381
2000,7,30,9,0,0,0.453,7.17,35.407
2000,7,30,12,0,0,0.457,7.234,35.344
2000,7,30,15,0,0,0.455,7.304,35.587
2000,7,30,18,0,0,0.452,7.42,38.767
2000,7,30,21,0,0,0.454,7.619,40.146
2000,7,31,0,0,0,0.457,7.769,42.079
2000,7,31,3,0,0,0.465,7.74,44.134
2000,7,31,6,0,0,0.481,7.682,46.996
2000,7,31,9,0,0,0.504,7.754,50.095
2000,7,31,12,0,0,0.522,7.892,55.692
2000,7,31,15,0,0,0.528,7.985,57.119
2000,7,31,18,0,0,0.51,8.143,57.938
2000,7,31,21,0,0,0.469,8.386,58.686
2000,8,1,0,0,0,0.424,8.55,60.545
2000,8,1,3,0,0,0.379,8.603,60.988
2000,8,1,6,0,0,0.332,8.593,61.24
2000,8,1,9,0,0,0.295,8.538,60.593
2000,8,1,12,0,0,0.268,8.327,60.097
2000,8,1,15,0,0,0.25,8.148,60.572
2000,8,1,18,0,0,0.247,7.967,59.955
2000,8,1,21,0,0,0.247,7.747,58.424
2000,8,2,0,0,0,0.247,7.542,55.079
2000,8,2,3,0,0,0.245,7.413,52.925
2000,8,2,6,0,0,0.248,7.927,52.289
2000,8,2,9,0,0,0.258,7.845,50.729
2000,8,2,12,0,0,0.309,7.787,49.62
2000,8,2,15,0,0,0.289,7.783,48.809
2000,8,2,18,0,0,0.308,7.775,48.33
2000,8,2,21,0,0,0.424,7.721,48.067
2000,8,3,0,0,0,0.435,7.643,46.878
2000,8,3,3,0,0,0.417,5.312,75.135
2000,8,3,6,0,0,0.421,5.405,73.648
2000,8,3,9,0,0,0.432,5.333,69.528
2000,8,3,12,0,0,0.46,5.285,66.125
2000,8,3,15,0,0,0.498,5.251,60.588
2000,8,3,18,0,0,0.653,4.014,52.588
2000,8,3,21,0,0,0.796,4.224,48.19
2000,8,4,0,0,0,0.854,4.594,45.155
2000,8,4,3,0,0,0.948,4.985,42.709
2000,8,4,6,0,0,1.07,5.423,40.997
2000,8,4,9,0,0,1.07,5.587,41.904
2000,8,4,12,0,0,1.064,5.784,42.793
2000,8,4,15,0,0,0.965,6.191,42.433
2000,8,4,18,0,0,0.967,6.583,42.033
2000,8,4,21,0,0,0.986,6.841,42.927
2000,8,5,0,0,0,1,7.146,43.558
2000,8,5,3,0,0,1.005,7.354,44.012
2000,8,5,6,0,0,0.996,7.464,44.464
2000,8,5,9,0,0,0.976,7.499,45.137
2000,8,5,12,0,0,0.946,7.482,46.058
2000,8,5,15,0,0,0.905,7.437,47.03
2000,8,5,18,0,0,0.861,7.383,47.846
2000,8,5,21,0,0,0.848,7.328,48.428
2000,8,6,0,0,0,0.785,7.286,49.777
2000,8,6,3,0,0,0.669,7.558,51.517
2000,8,6,6,0,0,0.655,8.84,57.718
2000,8,6,9,0,0,0.701,9.707,60.263
2000,8,6,12,0,0,0.769,9.976,61.109
2000,8,6,15,0,0,0.771,10.12,61.778
2000,8,6,18,0,0,0.741,10.158,62.697
2000,8,6,21,0,0,0.718,10.14,62.494
2000,8,7,0,0,0,0.714,10.088,62.59
2000,8,7,3,0,0,0.754,10.322,59.686
2000,8,7,6,0,0,0.843,11.268,57.711
2000,8,7,9,0,0,0.964,11.418,57.887
2000,8,7,12,0,0,1.077,11.408,58.329
2000,8,7,15,0,0,1.136,11.348,58.847
2000,8,7,18,0,0,1.158,11.29,59.291
2000,8,7,21,0,0,1.143,11.232,59.661
2000,8,8,0,0,0,1.101,11.171,60.029
2000,8,8,3,0,0,1.049,11.073,59.584
2000,8,8,6,0,0,0.993,10.905,60.017
2000,8,8,9,0,0,0.941,10.75,60.628
2000,8,8,12,0,0,0.892,10.628,61.283
2000,8,8,15,0,0,0.848,10.528,61.917
2000,8,8,18,0,0,0.807,10.448,62.438
2000,8,8,21,0,0,0.77,10.368,62.84
2000,8,9,0,0,0,0.735,10.28,63.083
2000,8,9,3,0,0,0.702,10.171,63.195
2000,8,9,6,0,0,0.673,10.065,62.243
2000,8,9,9,0,0,0.648,9.965,62.205
2000,8,9,12,0,0,0.621,9.877,62.209
2000,8,9,15,0,0,0.59,9.794,62.204
2000,8,9,18,0,0,0.556,9.712,62.237
2000,8,9,21,0,0,0.522,9.643,62.269
2000,8,10,0,0,0,0.49,9.588,62.335
2000,8,10,3,0,0,0.46,9.543,62.368
2000,8,10,6,0,0,0.441,9.491,62.322
2000,8,10,9,0,0,0.463,9.393,62.101
2000,8,10,12,0,0,0.561,8.917,59.066
2000,8,10,15,0,0,0.699,5.533,26.273
2000,8,10,18,0,0,0.778,5.647,28.61
2000,8,10,21,0,0,0.961,5.267,25.412
2000,8,11,0,0,0,0.982,5.619,27.074
2000,8,11,3,0,0,0.921,5.918,27.91
2000,8,11,6,0,0,0.896,6.451,31.06
2000,8,11,9,0,0,0.895,6.389,32.181
2000,8,11,12,0,0,0.915,6.298,32.637
2000,8,11,15,0,0,0.817,7.737,40.732
2000,8,11,18,0,0,0.727,8.145,41.128
2000,8,11,21,0,0,0.663,8.36,41.763
2000,8,12,0,0,0,0.816,5.338,24.652
2000,8,12,3,0,0,0.887,5.348,25.453
2000,8,12,6,0,0,0.899,6.32,29.494
2000,8,12,9,0,0,0.671,8.612,38.935
2000,8,12,12,0,0,0.503,8.876,40.928
2000,8,12,15,0,0,0.406,9.051,44.264
2000,8,12,18,0,0,0.351,9.188,48.039
2000,8,12,21,0,0,0.312,9.347,52.236
2000,8,13,0,0,0,0.272,9.506,54.128
2000,8,13,3,0,0,0.3,9.644,54.773
2000,8,13,6,0,0,0.286,9.629,55.425
2000,8,13,9,0,0,0.21,9.507,55.744
2000,8,13,12,0,0,0.187,9.342,55.974
2000,8,13,15,0,0,0.193,9.328,56.08
2000,8,13,18,0,0,0.198,8.915,55.592
2000,8,13,21,0,0,0.176,9.165,55.035
2000,8,14,0,0,0,0.167,9.191,55.38
2000,8,14,3,0,0,0.149,9.206,55.412
2000,8,14,6,0,0,0.144,9.337,55.41
2000,8,14,9,0,0,0.144,9.463,55.401
2000,8,14,12,0,0,0.154,9.605,55.692
2000,8,14,15,0,0,0.129,9.656,55.86
2000,8,14,18,0,0,0.144,9.944,54.852
2000,8,14,21,0,0,0.149,9.885,54.946
2000,8,15,0,0,0,0.153,9.858,54.71
2000,8,15,3,0,0,0.194,11.32,54.791
2000,8,15,6,0,0,0.189,11.578,54.354
2000,8,15,9,0,0,0.195,11.685,54.18
2000,8,15,12,0,0,0.226,11.71,54.114
2000,8,15,15,0,0,0.188,11.648,53.982
2000,8,15,18,0,0,0.175,11.557,53.917
2000,8,15,21,0,0,0.176,11.507,54.247
2000,8,16,0,0,0,0.18,11.475,54.976
2000,8,16,3,0,0,0.186,11.435,55.892
2000,8,16,6,0,0,0.192,11.393,56.602
2000,8,16,9,0,0,0.198,11.325,56.918
2000,8,16,12,0,0,0.203,11.263,56.766
2000,8,16,15,0,0,0.206,11.203,56.372
2000,8,16,18,0,0,0.219,11.115,55.912
2000,8,16,21,0,0,0.232,10.937,55.947
