Datetime,Hs,Tp,Wvx,Wvy,yout
1999-04-26,1.7825,12.402750000000001,7.591999957106366,17.78772677374148,57.047142857142866
1999-04-27,1.62625,12.470375,6.991395198319463,18.15016620752991,56.327000000000005
1999-04-28,1.46725,10.711875000000001,6.846183832150343,15.240147262938512,55.920857142857145
1999-04-29,1.2502499999999999,10.87875,6.625054248850761,15.620465594452803,56.08871428571428
1999-04-30,1.361,9.1975,6.154494522201467,12.861189276643865,56.46857142857143
1999-05-01,1.6804999999999999,7.668374999999999,7.519455875800017,9.285580171555226,57.40242857142857
1999-05-02,0.998875,8.184875,6.860816536978756,10.759989796310412,58.58214285714286
1999-05-03,0.72575,7.79775,5.577918756115968,10.764376405487845,59.68528571428572
1999-05-04,0.371125,9.048,6.880384249550273,12.300928280323568,60.71585714285714
1999-05-05,0.27,9.94925,8.245591257244428,13.136300379909793,61.533
1999-05-06,0.381,7.250125000000001,0.52959921141036,6.782778462792034,62.35657142857143
1999-05-07,0.34475,10.896875,6.244289889392534,14.749052376111234,63.370999999999995
1999-05-08,0.310625,12.109,6.934731387414363,17.56633832355649,63.73585714285714
1999-05-09,0.33999999999999997,11.650625,6.269568757309314,17.054461092993144,63.60214285714285
1999-05-10,0.30225,10.584,6.225832785393621,15.285489688234929,63.309000000000005
1999-05-11,0.304375,10.475375,6.917711419655684,14.800953989909834,63.23514285714286
1999-05-12,0.43275,10.68,6.956421170451343,15.135331716438701,63.376571428571424
1999-05-13,0.662875,8.3505,6.968663363370475,10.800578801634186,63.147285714285715
1999-05-14,1.169375,5.674875,6.947182272597528,5.4640596520022555,62.589
1999-05-15,1.358,6.652875,8.073559021544854,6.50595493815422,62.20171428571428
1999-05-16,1.26025,6.729875,7.8822709526710995,6.930934808768271,62.04985714285714
1999-05-17,1.181,11.85875,8.497391201102856,16.30725937613999,62.036142857142856
1999-05-18,1.19175,12.50275,8.057229482941276,17.757235500997655,62.27585714285714
1999-05-19,0.965375,11.57825,6.9715064810771885,16.6585046565901,62.713857142857144
1999-05-20,0.79425,10.676625,6.098876551743544,15.495318431205597,62.89071428571428
1999-05-21,0.725,10.334,6.097998307854223,14.91933228890623,63.18071428571428
1999-05-22,0.629625,10.224,6.341116326293526,14.631442829705868,63.45871428571429
1999-05-23,0.536875,9.618125,6.14829699231986,13.682026405253486,63.722142857142856
1999-05-24,0.46587500000000004,8.941625,6.377858508813459,12.399552353999379,64.11528571428572
1999-05-25,0.4475,9.57625,7.042679383170453,13.170947797740885,64.29357142857143
1999-05-26,0.77125,5.44825,5.8931645126525485,5.989982985816214,64.36942857142857
1999-05-27,0.8955,5.696875,7.118368569845438,5.31569817645083,64.32514285714286
1999-05-28,0.926125,5.972,7.628419298015215,5.342460828059438,64.05785714285715
1999-05-29,0.683875,6.774375,7.846112218655222,7.029216564545328,63.57471428571428
1999-05-30,1.14325,10.474125,9.66633464097715,13.156468986837664,62.94457142857143
1999-05-31,1.40525,12.436875,9.992481591086756,16.623253619213216,62.43442857142857
1999-06-01,1.49775,12.42925,9.271917995284873,17.023744851482906,62.36228571428571
1999-06-02,1.052875,10.938625,7.668465173709311,15.240488201164585,62.094
1999-06-03,0.66725,10.042625,7.199851419882167,13.910700172788154,62.029857142857146
1999-06-04,0.6035,9.54725,6.960054669457478,13.163925386789584,62.24428571428571
1999-06-05,0.65875,8.8645,6.872366361657344,11.99701505739794,62.59542857142857
1999-06-06,0.782375,7.873875,4.723697060706703,11.04634457169932,63.08828571428571
1999-06-07,0.661375,6.967125,4.719421311554725,9.784810377743716,63.48842857142857
1999-06-08,0.614,7.754,6.007670514470416,10.495958257978051,63.54985714285714
1999-06-09,0.580375,7.829125,6.657339741299745,10.113384834288713,63.68671428571428
1999-06-10,0.33875,8.59875,7.31091500910156,11.22911885109161,63.53471428571429
1999-06-11,0.266,10.370000000000001,9.214805156975348,13.290468141372864,63.363714285714295
1999-06-12,0.94725,6.24575,7.645142074982821,5.774946632943951,63.37457142857143
1999-06-13,2.03375,7.99775,9.19658638718456,8.404202318272796,63.358
1999-06-14,1.5385,9.067125,9.481084173821833,10.491142399063767,63.260000000000005
1999-06-15,1.55375,8.623625,9.363334783151773,9.638835898508745,63.16085714285714
1999-06-16,1.00125,9.2405,10.110409848180607,10.25631067555474,63.144000000000005
1999-06-17,0.603,9.1985,8.814558841191582,11.237235723952214,63.60742857142857
1999-06-18,0.315,9.452874999999999,7.645370792993441,12.604723201438183,63.81999999999999
1999-06-19,0.238,9.136,7.180033873031025,12.307787633588134,63.41042857142857
1999-06-20,0.237,9.203125,7.557196617306372,12.203412078697776,62.933
1999-06-21,0.708375,6.930875,4.497838577523156,9.352484263920653,62.65414285714286
1999-06-22,1.201875,8.961125,5.667079922948708,12.773652824082184,62.568
1999-06-23,0.957125,9.256499999999999,6.343171668939809,12.968506222719729,62.48128571428571
1999-06-24,0.897625,8.932500000000001,6.126224735399673,12.512807719256912,62.46942857142857
1999-06-25,0.7265,8.636125,5.990883908039056,12.064300674441782,62.65828571428572
1999-06-26,0.6005,9.56,6.317383809674356,13.505885007972926,63.336000000000006
1999-06-27,0.7222500000000001,8.362625,5.494970983335823,11.75049291201437,64.26042857142856
1999-06-28,0.57725,11.110375,6.345089861021656,16.110316151184055,65.11828571428572
1999-06-29,0.31925000000000003,11.046625,6.144190232112079,16.08680360330634,65.652
1999-06-30,0.14200000000000002,12.391,6.572174536476682,18.174474016311613,65.15685714285715
1999-07-01,0.123125,11.8015,5.976686828722608,17.409306807260492,64.37385714285715
1999-07-02,0.73475,5.799625,6.909090815463689,5.631602795196342,63.912
1999-07-03,2.56175,8.42275,9.917479183906918,8.590568963601644,63.73685714285714
1999-07-04,1.573625,9.224499999999999,9.833505057360453,10.498783467213569,63.168
1999-07-05,0.95375,10.707875,9.644219423734343,13.528696806775601,62.74285714285714
1999-07-06,0.989625,12.839125,9.185990235221857,17.7886082349289,62.08914285714286
1999-07-07,0.738125,12.32375,7.820720592838547,17.55739163267271,62.13028571428571
1999-07-08,0.50525,11.4785,6.8648129561775715,16.53475366550229,62.475
1999-07-09,0.542,10.127125,5.417148817030832,14.49166922469463,62.89628571428572
1999-07-10,0.49475,9.540000000000001,5.865111389208247,13.674732748728324,63.347857142857144
1999-07-11,0.526375,8.984874999999999,6.020691716035988,12.652920204304197,63.72157142857143
1999-07-12,0.505875,8.768875,6.228089296749243,12.17618032829301,63.42057142857142
1999-07-13,0.647875,9.769,6.6459319928454095,13.710274507545101,62.757999999999996
1999-07-14,0.521875,9.877625,6.200853717400194,14.102794203408106,62.13185714285714
1999-07-15,0.466625,9.503375,5.722402669945515,13.573531433917028,61.18114285714285
1999-07-16,2.01275,8.464125,9.315689187251134,9.345907767452497,60.04971428571428
1999-07-17,1.79225,9.93975,10.102771536681677,11.759224971285398,58.95142857142857
1999-07-18,1.432875,9.365874999999999,9.765472288006082,10.863722160032443,58.27542857142857
1999-07-19,0.981125,9.086375,9.424543436613982,10.578588522272302,57.92814285714286
1999-07-20,0.60925,8.98725,8.60881465582543,11.061527129956737,58.495999999999995
1999-07-21,0.74375,8.655375,8.166462925528693,10.621759202181112,59.52014285714285
1999-07-22,0.558875,9.872875,8.185938809169016,13.040405954491266,61.03342857142858
1999-07-23,0.4975,9.3715,7.444304769524074,12.578768689863224,62.31957142857142
1999-07-24,0.446625,9.188875,7.726122515515245,12.065087664388994,63.02128571428572
1999-07-25,0.29875,11.109874999999999,7.272667291395399,15.703695127180543,63.324571428571424
1999-07-26,0.319875,11.915875,7.570795423031354,16.966060973269325,63.610285714285716
1999-07-27,0.503625,14.255125,8.398895232795056,20.580557475149206,63.67971428571428
1999-07-28,0.98175,15.3065,8.909691528618103,22.148970041181776,63.32771428571429
1999-07-29,0.8205,14.865874999999999,8.631967291645324,21.519416733372733,63.02299999999999
1999-07-30,0.662375,13.972,7.816088386742034,20.34238839932364,62.87914285714286
1999-07-31,0.578875,13.83975,7.683865648714318,20.172192300897,62.534571428571425
1999-08-01,0.46875,13.52275,7.506150956487036,19.71044549905514,62.088
1999-08-02,0.6755,11.082625,6.974194350880735,15.42816765855804,61.71271428571429
1999-08-03,1.7415,7.0255,8.323671634585732,7.069743667423725,61.46614285714286
1999-08-04,1.236,8.228875,8.390767972931242,9.709904600650805,61.41142857142857
1999-08-05,0.971625,8.84925,8.0852020795976,11.088428472135034,61.289142857142856
1999-08-06,0.754,10.5135,6.863170095092053,14.886066383081307,61.32385714285714
1999-08-07,0.669375,11.31375,6.109187621267277,16.5549268345854,61.937000000000005
1999-08-08,0.46275,10.88575,5.961738974340412,15.897601951375316,62.79885714285714
1999-08-09,0.4045,9.977875,5.681176579976747,14.487399106437461,63.34100000000001
1999-08-10,0.55525,10.11825,5.67029327381822,14.725799457712885,64.06085714285715
1999-08-11,0.6677500000000001,7.3205,5.125757189695187,10.144930054854893,65.03242857142857
1999-08-12,1.10775,5.638375,6.366622933530138,6.035908868870424,65.48814285714286
1999-08-13,0.67675,6.572625,6.605451359811357,7.8326576598685,65.24028571428572
1999-08-14,0.55425,8.815125,6.820568608863473,11.928698263709729,64.70214285714285
1999-08-15,0.9666250000000001,6.8835,7.154534788622354,7.638861469241382,64.32942857142858
1999-08-16,1.471375,8.644125,9.258413807036277,9.732795335504433,64.53314285714285
1999-08-17,1.12525,10.305625,8.995427026502417,13.307578013259116,64.31985714285715
1999-08-18,0.668875,10.903625,7.431210690310344,15.293158710569543,63.656285714285715
1999-08-19,0.457375,11.16675,6.64578520310972,16.09639712828001,63.72571428571428
1999-08-20,0.544875,12.9905,7.383008154521613,18.867818472524007,64.57557142857142
1999-08-21,1.469875,8.195125,10.123780151927125,7.744986475807718,65.78585714285715
1999-08-22,0.68575,10.380375,9.222985139198851,13.02136153460305,66.89671428571428
1999-08-23,0.30725,12.25975,8.280675585209215,17.234981826944473,67.64571428571428
1999-08-24,0.270625,11.68575,7.900466868963091,16.423861737453596,68.23657142857142
1999-08-25,0.26125,11.035625,8.116692736470037,15.170057177439709,69.02285714285715
1999-08-26,0.24762499999999998,11.97975,7.133935330890123,17.268223348684803,69.50171428571429
1999-08-27,0.188,10.39725,7.7612644394238215,14.20754485377636,69.67571428571429
1999-08-28,0.191,9.688875,9.688714129255207,11.57822340980489,69.352
1999-08-29,0.27625,9.203625,10.341203126810951,9.955389347349549,69.13585714285713
1999-08-30,0.381625,9.737875,11.021320058244081,10.45065239851353,69.07957142857143
1999-08-31,0.369375,9.126,10.149820085962736,9.97780842691796,69.22657142857143
1999-09-01,0.36075,8.793625,9.458079762231243,9.932502526708186,69.58771428571428
1999-09-02,0.544875,5.1285,6.677537930200285,4.272349715514176,69.70857142857143
1999-09-03,0.40925,5.85325,7.810842193816091,4.720898753817872,69.46385714285715
1999-09-04,0.362375,8.95175,9.156445063364432,10.532705317207336,69.16185714285714
1999-09-05,0.698125,5.79925,6.4575449752564635,6.332554081255532,68.50414285714285
1999-09-06,1.10225,8.904875,9.922838995533159,9.716090666043957,67.70814285714286
1999-09-07,1.885625,10.92325,11.551665822567166,12.52100547239676,67.19957142857143
1999-09-08,2.097875,11.798375,12.171957735225753,13.799769822942169,66.44371428571428
1999-09-09,1.6989999999999998,10.758125,10.24720149251125,13.281718133008857,65.76971428571429
1999-09-10,1.090375,10.22175,9.095476713946809,13.093436071067686,65.05057142857143
1999-09-11,0.6695,9.363625,7.969698052622199,12.23753516518392,64.253
1999-09-12,1.04625,6.854,6.917887402715521,7.986649222678432,63.76314285714285
1999-09-13,1.901375,7.2002500000000005,7.753192491845249,8.122862783787337,63.878142857142855
1999-09-14,1.699125,9.256625,9.42649692199074,10.93454484468775,63.56057142857143
1999-09-15,1.7005,10.162125,10.1118088084446,12.204627389700462,63.60471428571429
1999-09-16,1.24875,9.359,8.617328249553745,11.779626468347995,63.893571428571434
1999-09-17,1.038125,9.16775,7.861989707246715,11.943013562441038,64.37285714285714
1999-09-18,1.136,9.814,8.316393651964837,12.850686050403574,65.0897142857143
1999-09-19,1.195125,10.097125,8.08675248404333,13.508646005429293,66.13642857142858
1999-09-20,1.022,10.733125,7.781453552237286,14.820761195711281,66.69585714285715
1999-09-21,0.85225,10.97625,7.847850039241586,15.213306185126804,67.37714285714286
1999-09-22,0.521,11.70675,7.5975427633691925,16.60122465650165,68.08285714285715
1999-09-23,0.40175,11.49175,6.935601470508458,16.527314150357242,68.71357142857143
1999-09-24,0.377,11.54025,7.101515825839988,16.53830961409514,69.53728571428572
1999-09-25,0.372125,11.18775,7.274526154052529,15.861045020344513,70.47185714285715
1999-09-26,0.328375,10.5415,7.411577477810168,14.675450239815564,71.01785714285714
1999-09-27,0.26187499999999997,9.5565,6.2334484918882005,12.843961140827677,71.49471428571428
1999-09-28,0.215375,9.772625,5.298266053469279,13.132861152866544,71.88271428571429
1999-09-29,0.156375,9.09075,8.225409722805711,11.530450401896664,71.94285714285715
1999-09-30,0.160125,9.91975,9.071684353969236,12.527305686562645,71.91099999999999
1999-10-01,0.188625,12.779375,10.002269892311409,17.12050869005805,71.67928571428571
1999-10-02,0.251625,9.64625,8.510294927581288,12.406901644357651,71.47614285714285
1999-10-03,0.17400000000000002,8.80525,7.413066893798592,11.557988092673378,71.16785714285713
1999-10-04,0.2715,7.7044999999999995,6.800970113304606,9.632531952300571,70.51171428571429
1999-10-05,0.45775,6.3605,6.319624974455211,7.157656297460093,69.32457142857143
1999-10-06,0.556875,6.1675,6.843131337064834,6.738880832775106,67.73614285714287
1999-10-07,0.82975,7.57625,7.720487082055497,8.944158490290363,66.91085714285715
1999-10-08,1.8548749999999998,7.666125,7.803564670838918,9.051095000647143,66.66471428571428
1999-10-09,1.695375,9.6555,9.386579492084302,11.774860900208195,65.883
1999-10-10,1.1436250000000001,9.147874999999999,7.806657813723422,11.92741504962169,65.62242857142857
1999-10-11,0.9065,9.318625,7.329785133023057,12.55049756044445,65.72157142857144
1999-10-12,0.8795,9.53375,7.254226122692829,12.980104589871155,66.25471428571429
1999-10-13,0.7595,9.0855,7.167827307548012,12.223706974853474,67.4282857142857
1999-10-14,0.5569999999999999,8.730625,7.108107831838952,11.613836855555595,67.88671428571429
1999-10-15,0.55725,10.0935,7.702322158704432,13.725316331299531,67.94714285714285
1999-10-16,0.5447500000000001,10.9765,6.408729254789363,15.864920125265746,68.53142857142856
1999-10-17,0.429,9.996375,5.791832456249927,14.473073757278923,68.59014285714285
1999-10-18,0.386,9.582125,7.19488437233918,13.080722152700003,68.59585714285716
1999-10-19,0.31637499999999996,11.039625,9.896681876859345,14.084110553770893,68.80742857142857
1999-10-20,0.540625,12.152750000000001,11.806678935898757,14.758522847569418,68.87528571428571
1999-10-21,1.0035,5.77075,7.405113129232918,5.108019312095233,68.92242857142857
1999-10-22,0.774625,8.510875,8.9411797123728,9.750378715467981,68.89728571428572
1999-10-23,0.691125,9.4705,8.35166486921146,12.181154440655138,68.88271428571429
1999-10-24,0.641375,9.8735,7.791508810909451,13.280423594633358,69.02399999999999
1999-10-25,0.600625,9.480125,7.2733941374128595,12.873293351328451,68.58471428571428
1999-10-26,0.737625,10.39475,6.885394532839596,14.674802912328694,68.10557142857142
1999-10-27,1.052125,6.1129999999999995,6.253073417301589,7.052560253653368,67.63571428571429
1999-10-28,1.014875,5.861625,6.343943862670661,6.579677656264895,67.18728571428571
1999-10-29,0.94625,6.604,6.817734627753784,7.716685703717762,66.75828571428572
1999-10-30,1.236375,8.14275,8.065538454214611,9.806077767519655,66.31114285714285
1999-10-31,1.335125,10.63875,9.592232708322717,13.536542876232142,65.68471428571429
1999-11-01,1.42925,11.235125,9.378633582421447,14.801197484247108,65.36371428571428
1999-11-02,1.388625,11.075375000000001,8.737482479860493,14.900897680429384,64.86657142857143
1999-11-03,1.4415,10.379125,8.258902674682545,13.913157366096605,64.62628571428571
1999-11-04,2.0848750000000003,8.757249999999999,8.671042971387415,10.552732215301754,64.41271428571429
1999-11-05,2.4671250000000002,9.0695,8.990923820022475,10.919574343512897,64.12657142857142
1999-11-06,1.8235000000000001,8.62275,8.234573567781412,10.63263357704749,63.46214285714286
1999-11-07,1.490125,8.554625,7.463365617868519,11.047192936994893,63.23371428571428
1999-11-08,1.422875,10.491375,8.249960406439921,14.131510106754572,63.25742857142857
1999-11-09,1.433,11.355625,8.43287974729416,15.57359736695711,63.45885714285714
1999-11-10,1.7537500000000001,8.422125,7.88533200662158,10.243570951676007,63.63185714285714
1999-11-11,1.859875,8.592625,9.260689648604698,9.677247286436513,63.981857142857145
1999-11-12,1.081375,8.73125,8.794532355557863,10.388445697835264,64.60471428571428
1999-11-13,0.397,9.184375,8.351869394630862,11.613872916005056,65.65728571428572
1999-11-14,0.493875,9.389625,7.747212083993057,12.428194017404978,66.40128571428572
1999-11-15,0.56475,8.478625,7.0009519429497775,11.218895219533861,66.90228571428572
1999-11-16,0.67475,6.861625,6.12360427553676,8.665266930306728,67.13757142857142
1999-11-17,0.979125,5.7136249999999995,5.744741701992321,6.801315018058162,67.17814285714284
1999-11-18,1.3118750000000001,8.382375,6.813982993625253,11.100732121666441,67.21985714285714
1999-11-19,1.4637499999999999,9.112874999999999,6.853279116522746,12.382606172378457,67.15071428571429
1999-11-20,1.038375,9.658,6.435560382505202,13.54799421836103,66.95728571428572
1999-11-21,0.829375,8.727875000000001,7.097331312869612,11.601165791446256,66.70085714285715
1999-11-22,0.591375,9.003,6.812745792111626,12.275237119392228,66.67728571428572
1999-11-23,0.34925,14.645,14.091202816887895,17.898703584635413,66.94685714285716
1999-11-24,0.379125,12.837250000000001,13.95093272827801,14.14065989147118,67.46314285714286
1999-11-25,0.441375,13.445375,14.669755352769586,14.984366873959935,67.07428571428571
1999-11-26,0.5609999999999999,13.15475,12.272715464020468,16.064117958601358,66.67328571428571
1999-11-27,0.7765,6.171375,7.218377453103121,6.299958081626326,66.98742857142858
1999-11-28,1.066625,6.683625,6.887114065025366,7.812671177086825,67.258
1999-11-29,1.014375,9.133125,8.622169436181046,11.33540048618988,67.82614285714286
1999-11-30,0.482875,9.51,7.537802749324863,12.765672940622554,68.41842857142856
1999-12-01,0.355875,9.44025,6.515455110286452,13.20155557913955,68.71814285714285
1999-12-02,0.31037499999999996,9.173125,7.912506835583532,11.915048107357133,69.62942857142856
1999-12-03,0.349,8.792375,7.944188490091554,11.17810883506912,70.35885714285713
1999-12-04,0.3495,9.13325,8.564166713968214,11.366315663317497,70.22771428571428
1999-12-05,0.364875,11.5505,11.857980123036073,13.560177772945972,70.28542857142857
1999-12-06,0.38525,11.26625,11.35265833143612,13.411894501077686,70.03771428571429
1999-12-07,0.413875,10.4925,10.377116344801806,12.654489136111426,69.74214285714285
1999-12-08,0.471625,10.005,9.833741699237057,12.116414399364418,69.545
1999-12-09,0.467625,12.201125,12.072779514301688,14.706181194442062,69.51057142857142
1999-12-10,0.5333749999999999,17.4265,17.893255906086665,20.456283359892023,69.65685714285715
1999-12-11,0.65625,10.628625,10.361933550752065,12.777087103793196,70.087
